name;phe;emoji
Queso, parmesano, seco rallado, reducido en grasa;1604;🧀
Sucedáneo de nata, aromatizado, líquido;33;🍦
Leche, chocolate, fluida, comercial, reducida en grasa, con calcio añadido;14;🌱
Queso, bajo en sodio, cheddar o colby;1179;🧀
Queso, bajo en grasa, cheddar o colby;1179;🧀
Leche, fluida, 1% de grasa, sin vitamina A ni vitamina D añadidas;174;🌱
Yogur, griego, 2 % de grasa, mezcla de lima, CHOBANI;386;🌱
Queso de cabra tipo semiblando;859;🌱
Queso, mexicano, queso asadero;119;🧀
Queso de cabra tipo blando;737;🌱
Queso, mexicano, queso chihuahua;1037;🧀
Huevo, yema, crudo, congelado, salado, pasteurizado;61;🥚
Huevo, yema, seco;1472;🥚
Leche, sin grasa, líquida, sin vitamina A ni vitamina D añadidas (sin grasa o descremada);175;🌱
Mantequilla, sin sal;41;🌱
Queso, parmesano, rallado;2234;🧀
Clara de huevo, deshidratada, en copos, estabilizada, reducida en glucosa;4837;🌱
Huevo, entero, deshidratado, estabilizado, reducido en glucosa;2721;🥚
Huevo, entero, cocido, frito;736;🍳
Clara de huevo, deshidratada, en polvo, estabilizada, reducida en glucosa;5181;🥚
Huevo, entero, cocido, hervido;668;🥚
queso, edam;1434;🧀
Huevo, yema, crudo, congelado, pasteurizado;689;🥚
Huevo, yema, crudo, congelado, azucarado, pasteurizado;607;🍳
Queso crema;291;🧀
queso feta;675;🧀
queso, cheshire;1231;🧀
Queso, alcaravea;1326;🧀
queso colby;1251;🧀
Queso, cottage, bajo en grasa, 1% de grasa de leche;668;🧀
Queso, cheddar (Incluye alimentos para el Programa de Distribución de Alimentos del USDA);1074;🧀
Mantequilla, batida, con sal;41;🌱
Aceite de mantequilla, anhidro;14;🌱
Carne de res, lomo, filete de solomillo superior, sin hueso, solo magro separable, recortado a 1/8 de grasa, selecto, crudo;1011;🌱
Mantequilla, salada;41;🍞
Carne de res, lomo, solomillo superior petite asado/filete, deshuesado, solo magro separable, recortado a 0 grasa, selecto, crudo;961;🌱
Carne de res, bistec de costilla, sin hueso, sin labios, magra y grasa separable, recortada a 0 grasa, selecta, cruda;746;🌱
Carne de res, lomo, solomillo superior, asado pequeño, sin hueso, solo magro separable, recortado a 0 grasa, elección, cocido, asado;1206;🌱
Carne de res, costillas, costillas, con hueso, magra y grasa separable, recortada a 0 grasa, selecta, cruda;684;🌱
Carne de res, costillas, costillas, con hueso, magra y grasa separable, recortada a 0 grasa, selecta, cruda;628;🌱
Carne de res, bife de costilla, sin hueso, sin labios, magra y grasa separable, recortada a 0 grasa, selecta, cruda;821;🌱
Carne de res, plato de bistec, sin hueso, falda exterior, magra y grasa separable, recortada a 0 grasa, todos los grados, cruda;721;🌱
Carne de res, plato de bistec, sin hueso, falda exterior, magra y grasa separable, recortada a 0 grasa, seleccionada, cocida, a la parrilla;1141;🌱
Carne de res, bife de costilla, sin hueso, sin labios, magra y grasa separable, recortada a 0 grasa, seleccionada, cocida, a la parrilla;1073;🌱
Carne de res, bistec de costilla, sin hueso, sin labios, magra y grasa separable, recortada a 0 grasa, todos los grados, cruda;772;🌱
Carne de res, plato de bistec, sin hueso, falda exterior, magra y grasa separable, recortada a 0 grasa, elección, cocida, a la parrilla;1056;🌱
Carne de res, plato de bistec, sin hueso, falda interior, magra y grasa separable, recortada a 0 grasa, elección, cocida, a la parrilla;1153;🌱
Carne de res, plato de bistec, sin hueso, falda exterior, magra y grasa separable, recortada a 0 grasa, todos los grados, cocida, a la parrilla;1085;🌱
Carne de res, plato de bistec, sin hueso, falda interior, magra y grasa separables, recortada a 0 grasa, todos los grados, cocida, a la parrilla;1178;🌱
Carne de res, bife de costilla/asado, sin hueso, con labios, magra y grasa separable, recortada a 1/8 de grasa, selecta, cruda;798;🌱
Carne de res, bife de costilla, sin hueso, con labios, magra y grasa separable, recortada a 1/8 de grasa, seleccionada, cocida, a la parrilla;1014;🌱
Carne de res, bife de costilla/asado, sin hueso, con labios, magra y grasa separable, recortada a 1/8 de grasa, selecta, cruda;734;🌱
Carne de res, bife de costilla, sin hueso, con labios, magra y grasa separable, recortada a 1/8 de grasa, todos los grados, cocida, a la parrilla;95;🌱
Carne de res, bife de costilla/asado, con hueso, con labios, magra y grasa separable, recortada a 1/8 de grasa, selecta, cruda;753;🌱
Carne de res, bife de costilla, sin hueso, con labios, magra y grasa separables, recortada a 1/8 de grasa, a elección, cocida, a la parrilla;914;🌱
Carne de res, bife de costilla, con hueso, con labios, magra y grasa separable, recortada a 1/8 de grasa, todos los grados, cocida, a la parrilla;919;🌱
Carne de res, rib eye asado, con hueso, con labios, magra y grasa separable, recortada a 1/8 de grasa, elección, cocida, asada;939;🌱
Carne de res, bife de costilla, con hueso, con labios, magra y grasa separables, recortada a 1/8 de grasa, seleccionada, cocida, a la parrilla;947;🌱
Carne de res, bistec de costilla, con hueso, con labios, magra y grasa separable, recortada a 1/8 de grasa, a elección, cocida, a la parrilla;906;🌱
Carne de res, bistec de costilla, sin hueso, sin labios, solo magra separable, recortada a 0 grasa, selecta, cruda;9;🌱
Carne de res, bistec de costilla, sin hueso, sin labios, solo magro separable, recortado a 0 grasa, selecto, cocido, a la parrilla;1366;🌱
Carne de res, bistec de costilla, sin hueso, sin labios, solo magra separable, recortada a 0 grasa, selecta, cruda;1059;🌱
Carne de res, costillas, costillas traseras, con hueso, solo magro separable, recortado a 0 grasa, todos los grados, cocido, estofado;1235;🌱
Carne de res, costillas, costillas traseras, con hueso, solo magra separable, recortada a 0 grasa, selecta, cruda;929;🌱
Carne de res, plato de bistec, sin hueso, falda exterior, solo magro separable, recortado a 0 grasa, selecto, crudo;769;🌱
Carne de res, plato de bistec, sin hueso, falda exterior, solo magro separable, recortado a 0 grasa, todos los grados, crudo;816;🌱
Carne de res, plato de bistec, sin hueso, falda exterior, solo magro separable, recortado a 0 grasa, selecto, cocido, a la parrilla;1351;🌱
Carne de res, plato de bistec, sin hueso, falda exterior, solo magra separable, recortada a 0 grasa, elección, cocida, a la parrilla;1125;🌱
Carne de res, plato de bistec, sin hueso, falda interior, solo magro separable, recortado a 0 grasa, todos los grados, cocido, a la parrilla;1306;🌱
Carne de res, redonda, redonda exterior, redonda inferior, bistec, magra y grasa separable, recortada a 0 grasa, todos los grados, cruda;853;🌱
Carne de res, rib eye asado, deshuesada, con labios, solo magra separable, recortada a 1/8 de grasa, seleccionada, cocida, asada;1354;🌱
Carne de res, plato de bistec, sin hueso, falda interior, solo magra separable, recortada a 0 grasa, elección, cocida, a la parrilla;123;🌱
Carne de res, plato de bistec, sin hueso, falda interior, solo magra separable, recortada a 0 grasa, todos los grados, cruda;922;🌱
Carne de res, redonda, codillo, centro de la punta, bistec, magra y grasa separable, recortada a 0 grasa, todos los grados, cruda;827;🌱
Carne de res, redondo, codillo, punta, bistec, magra y grasa separable, recortada a 0 grasa, todos los grados, cruda;857;🌱
Carne de res, chuleta, paletilla, hoja superior, bistec, magra y grasa separable, recortada a 0 grasa, todos los grados, cocinada, a la parrilla;1039;🌱
Carne de res, chuleta, paletilla, tierna de paletilla, medallón, magra y grasa separable, recortada a 0 grasa, todos los grados, cocida, a la parrilla;1036;🌱
Carne de res, redonda, codillo, centro de la punta, bistec, magra y grasa separable, recortada a 0 grasa, todos los grados, cocida, a la parrilla;1071;🌱
Carne de res, redonda, codillo, centro de la punta, bistec, magra y grasa separable, recortada a 0 grasa, selecta, cruda;829;🍖
Carne de res, redonda, codillo, centro de la punta, bistec, magra y grasa separable, recortada a 0 grasa, elección, cocida, a la parrilla;1062;🌱
Carne de res, chuleta, espaldilla, tierna de espaldilla, medallón, magra y grasa separable, recortada a 0 grasa, todos los grados, cruda;811;🌱
Carne de res, redonda, redonda exterior, redonda inferior, bistec, magra y grasa separable, recortada a 0 grasa, seleccionada, cocida, a la parrilla;1106;🌱
Carne de res, chuleta, paletilla, hoja superior, bistec, magra y grasa separable, recortada a 0 grasa, seleccionada, cocida, a la parrilla;999;🌱
Carne de res, chuleta, paletilla, hoja superior, bistec, magra y grasa separable, recortada a 0 grasa, selecta, cruda;766;🌱
Carne de res, redonda, codillo, centro de la punta, bistec, magra y grasa separable, recortada a 0 grasa, selecta, cruda;819;🍖
Carne de res, chuleta, paleta, filetes de centro y parte superior de la paleta, magra y grasa separables, recortada a 0 grasa, elección, cocida, a la parrilla;103;🌱
Carne de res, chuleta, paletilla, tierna de paletilla, medallón, magra y grasa separable, recortada a 0 grasa, selecta, cruda;827;🌱
Carne de res, redonda, codillo, punta, bistec, magra y grasa separable, recortada a 0 grasa, selecta, cruda;846;🌱
Carne de res, lomo corto, chuletón, magro y grasa separable, recortado a 1/8 de grasa, selecto, cocido, a la parrilla;1028;🌱
Carne de res, chuleta, paleta, filetes de centro y parte superior de la paleta, magra y grasa separables, recortada a 0 grasa, selecta, cruda;805;🌱
Carne de res, chuleta, paletilla, tierna de paletilla, medallón, magra y grasa separable, recortada a 0 grasa, selecta, cocida, a la parrilla;103;🌱
Carne de res, paletilla asada o bistec, sin hueso, magra y grasa separable, recortada a 0 grasa, todos los grados, cruda;814;🌱
Carne de res, lomo corto, bistec porterhouse, magra y grasa separable, recortada a 1/8 de grasa, todos los grados, cruda;822;🌱
Carne de res, lomo corto, chuletón, magra y grasa separable, recortada a 1/8 de grasa, todos los grados, cocida, a la parrilla;987;🌱
Carne de res, lomo corto, chuletón, magra y grasa separable, recortada a 1/8 de grasa, selecta, cruda;828;🌱
Filetes de pollo, empanizados, congelados, preparados;47;🌱
Perros de maíz, congelados, preparados;366;🌭
Macarrones con queso, mezcla seca, preparados con 2% de leche y 80% de margarina en barra de mezcla seca;288;🍝
Tazón de arroz con pollo, plato principal congelado, preparado (incluye frito, teriyaki y variedades agridulces);255;🍚
Cena de macarrones con queso con mezcla de salsa seca, en caja, sin cocer;692;🍝
Lasaña con carne y salsa, entrada congelada;299;🍝
Pavo, relleno, puré de patatas con salsa, verduras variadas, congelado, en el microondas;278;🌱
Pastel de pollo, plato principal congelado, preparado;244;🌱
Estofado de ternera, plato principal enlatado;147;🍖
Carne de res, picadillo de carne en conserva, con patata, en lata;229;🍖
Lasaña, queso, congelada, preparada;285;🍝
HOT POCKETS Sándwich relleno de jamón y queso, congelado;409;🍔
Ravioles, rellenos de carne, con salsa de tomate o salsa de carne, enlatados;155;🌱
Comidas rápidas, filetes de pollo;1437;🌱
BURGER KING, CROISSAN'WICH con Salchicha, Huevo y Queso;542;🍔
"comida rápida, hamburguesa; hamburguesa individual y grande; con condimentos, verduras y mayonesa";464;🌱
"comida rápida, hamburguesa; empanada simple y regular; bollo de dos pisos con condimentos y salsa especial";44;🌱
BURGER KING, CROISSAN'WICH con Salchicha y Queso;587;🌱
Comida rápida, cadena de pizzas, 14 pizzas, cobertura de queso, masa regular;664;🌱
PAPA JOHN'S Pizza de 14 quesos, masa delgada;663;🌱
LITTLE CAESARS 14 Pizza de pepperoni, masa grande y honda;661;🌱
LITTLE CAESARS Pizza de 14 quesos, masa fina;963;🌱
Pizza de 14 quesos de DOMINO'S, masa honda definitiva;651;🌱
PAPA JOHN'S 14 Pizza de pepperoni, masa original;655;🌱
PAPA JOHN'S 14 The Works Pizza, masa original;52;🌱
Comidas rápidas, burrito, con frijoles, queso y carne de res;295;🌯
PIZZA HUT 12 Pizza súper suprema, masa tirada a mano;545;🍕
PIZZA HUT 12 Pizza de pepperoni, masa tirada a mano;625;🍕
PIZZA HUT 12 Pizza de pepperoni, masa de pan;564;🍕
Comidas rápidas, croissant, con huevo, queso y salchicha;542;🍔
Comidas rápidas, sundae, chocolate caliente;152;🌱
Comidas rápidas, sundae, caramelo;217;🌱
Comidas rapidas, huevo, revueltos;75;🍳
Comidas rápidas, bizcocho, con huevo y jamón;519;🍔
Comidas rápidas, galleta, con huevo y tocino;54;🍔
Pasta, sin gluten, harina de maíz y arroz, cocida;175;🌱
Pastel, libra, preparado comercialmente, sin grasa;288;🌱
Tortillas, listas para hornear o freír, de maíz, sin sal añadida;285;🌽
Pastel, amarillo, ligero, mezcla seca;221;🍰
Tortillas, listas para hornear o freír, de harina, sin calcio añadido;435;🌮
Tarta, manzana, preparada comercialmente, harina no enriquecida;88;🍎
Bebidas, agua, embotellada, POLONIA PRIMAVERA;0;🍼
Pastel, pasteles fritos, cereza;138;🍰
Panecillos ingleses, simples, no enriquecidos, sin propionato de calcio (incluye masa fermentada);379;🍞
Bebidas, agua, embotellada, PERRIER;0;🌱
Bebidas, té, negro, colado, preparado con agua del grifo;0;🍵
Batido, comida rápida, vainilla;169;🌱
Bebidas, Mezcla de bebida malteada, natural, en polvo, preparada con leche entera;167;🥛
Bebidas, carbonatadas, tipo pimienta, contiene cafeína;0;🌱
Bebidas carbonatadas, soda de uva;0;🌱
Bebida carbonatada, refresco de crema;0;🥤
Bebidas, Proteína en polvo a base de soja;2958;🍶
Bebida alcohólica, crema de menta, 72 grados;0;🍸
Snack, Pretzel, recubierto de chocolate duro;191;🍫
Bocadillos, galleta de camarones;367;🍤
Snacks, barra de granola, QUAKER, DIPPS, todos los sabores;2;🌱
Bocadillos, barra de granola, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX;289;🌱
Bocadillos, chips de arroz integral;421;🍚
Bocadillos, chips de bagel, simples;684;🍞
Bocadillos, chips de pita, salados;642;🍟
Barrita formulada, alta en fibra, masticable, avena y chocolate;23;🌱
Bocadillos, barra de granola, masticable, azúcar reducida, todos los sabores;72;🌱
Bocadillos, bocados de granola, sabores mixtos;77;🌱
Barra formulada, barra de comida SLIM-FAST OPTIMA, maní con chocolate con leche;87;🌱
Aperitivos, chips de soja o patatas fritas, salados;1371;🌱
Palomitas de maíz, microondas, sabor regular (mantequilla), hechas con aceite de palma;426;🌱
Barra formulada, POWER BAR, chocolate;74;🌱
Snacks, palomitas de maíz, microondas, 94% sin grasa;529;🍿
Barra formulada, MARS SNACKFOOD US, SNICKERS MARATHON Energy Bar, todos los sabores;976;🌱
Carne de res, pechuga, mitad plana, magra y grasa separable, recortada a 1/8 de grasa, selecta, cruda;702;🌱
Carne de res, redonda, con la punta redonda, asada, solo magra separable, recortada a 0 grasa, todos los grados, cruda;832;🍖
Carne de res, redonda, de punta redonda, asada, solo magra separable, recortada a 0 grasa, selecta, cruda;82;🍖
Carne de res, pechuga, mitad plana, magra y grasa separable, recortada a 1/8 de grasa, selecta, cruda;716;🌱
Carne de res, redonda, con la punta redonda, asada, solo magra separable, recortada a 0 grasa, selecta, cruda;844;🍖
Carne de res, pechuga, mitad plana, magra y grasa separable, recortada a 1/8 de grasa, elección, cocida, estofada;1132;🌱
Carne de res, solomillo de fondo, asado de tres puntas, solo magro separable, recortado a 0 grasa, selecto, crudo;843;🌱
Carne de res, redonda, ojo de redonda, asada, solo magra separable, recortada a 1/8 de grasa, selecta, cruda;881;🍖
Carne de res, costilla, extremo pequeño (costillas 10 a 12), solo magra separable, recortada a 1/8 de grasa, todos los grados, cocida, asada;1168;🌱
Carne de res, redonda, redonda inferior, asada, solo magra separable, recortada a 1/8 de grasa, selecta, cruda;876;🍖
Carne de res, redonda, top round, bistec, solo magra separable, recortada a 1/8 de grasa, selecta, cruda;913;🍖
Carne de res, lomo corto, lomo superior, bistec, solo magra separable, recortada a 1/8 de grasa, selecta, cruda;9;🌱
Carne de res, redonda, inferior, bistec, solo magra separable, recortada a 1/8 de grasa, elección, cocida, estofada;1352;🌱
Carne de res, lomo corto, lomo superior, bistec, solo magro separable, recortado a 1/8 de grasa, elección, cocido, asado;1152;🌱
Carne de res, lomo, bistec, solo magro separable, recortado a 1/8 de grasa, elección, cocido, asado;1146;🌱
Carne de res, solomillo superior, bistec, solo magro separable, recortado a 1/8 de grasa, a elección, cocido, a la parrilla;1166;🌱
Carne de res, molida, 97 % carne magra/3 % grasa, hogaza, cocinada, horneada;1075;🍖
Carne de res, molida, 97 % carne magra/3 % grasa, empanada, cocida, asada;1028;🍔
Carne de res, molida, 93% carne magra / 7% grasa, cruda;814;🌱
Carne de res, molida, 97% carne magra / 3% grasa, cruda;858;🌱
Carne de res, molida, 97 % carne magra/3 % grasa, empanada, cocida, a la parrilla;1017;🍔
Carne de res, Nueva Zelanda, importada, lomo, magra y grasa separable, cruda;818;🌱
Carne de res, de Nueva Zelanda, importada, lomo, magra y grasa separable, cocida, frita rápida;1138;🌱
Carne de res, de Nueva Zelanda, importada, hoja de ostras, magra y grasa separable, cocida, estofada;1158;🍖
Carne de res, de Nueva Zelanda, importada, tibia trasera, magra y grasa separable, cruda;801;🌱
Carne de res, de Nueva Zelanda, importada, tibia trasera, magra y grasa separable, cocida, estofada;1159;🌱
Carne de res, Nueva Zelanda, importada, solomillo, magra y grasa separable, cruda;719;🌱
Carne de res, de Nueva Zelanda, importada, rollo de cubo, magra y grasa separable, cruda;708;🍖
Carne de res, de Nueva Zelanda, importada, rollo de cubo, magra y grasa separable, cocida, asada rápidamente;108;🌱
Carne de res, de Nueva Zelanda, importada, plana, magra y grasa separable, cruda;8;🌱
Carne de res, Nueva Zelanda, importada, chuck eye roll, magra y grasa separable, cruda;1165;🌱
Carne de res, de Nueva Zelanda, importada, hoja bolar, magra y grasa separable, cocida, asada rápidamente;1217;🌱
Carne de res, de Nueva Zelanda, importada, hoja bolar, magra y grasa separable, cruda;828;🌱
Carne de res, Nueva Zelanda, importada, variedad de carnes y subproductos, callos sin cocer, crudos;578;🍖
Carne de res, Nueva Zelanda, importada, variedad de carnes y subproductos, callos cocidos, hervidos;739;🍖
Carne de res, de Nueva Zelanda, importada, chuck eye roll, magra y grasa separable, cocida, estofada;1163;🌱
Carne de res, de Nueva Zelanda, importada, molleja, cocida, hervida;487;🍖
Carne de res, Nueva Zelanda, importada, grasa subcutánea, cocida;253;🍖
Carne de res, de Nueva Zelanda, importada, lomo, solo magra separable, cocinada, frita rápida;1142;🌱
Carne de res, Nueva Zelanda, importada, grasa subcutánea, cruda;33;🍖
Carne de res, Nueva Zelanda, importada, mollejas, cruda;448;🍖
Carne de res, Nueva Zelanda, importada, costillas preparadas, cocidas, asadas rápidamente;1059;🌱
Carne de res, de Nueva Zelanda, importada, hoja de ostras, solo magra separable, cocida, estofada;1161;🌱
Carne de res, Nueva Zelanda, importada, carne de res para manufactura, cruda;825;🍖
Carne de res, de Nueva Zelanda, importada, hoja de ostras, solo magra separable, cruda;849;🍖
Carne de res, Nueva Zelanda, importada, codillo, cocida, frita rápida;107;🍔
Carne de res, Nueva Zelanda, importada, grasa intermuscular, cocida;307;🍖
Carne de res, Nueva Zelanda, importada, variedad de carnes y subproductos, corazón, cocido, hervido;1217;🌱
Carne de res, Nueva Zelanda, importada, grasa intermuscular, cruda;271;🍖
Carne de res, Nueva Zelanda, importada, variedad de carnes y subproductos, riñón, cocida, hervida;1061;🌱
Carne de res, Nueva Zelanda, importada, plana, solo magra separable, cruda;828;🍖
Carne de res, de Nueva Zelanda, importada, falda, solo magra separable, cruda;798;🍖
Carne de res, de Nueva Zelanda, importada, chuck eye roll, solo magra separable, cocida, estofada;1247;🌱
Carne de res, de Nueva Zelanda, importada, flanco, solo magra separable, cocida, estofada;1195;🌱
Carne de res, de Nueva Zelanda, importada, plana, solo magra separable, cocida, estofada;1292;🌱
Carne de res, de Nueva Zelanda, importada, pechuga en punta, solo magra separable, cocida, estofada;1342;🍖
Carne de res, lomo, bistec de lomo superior, sin hueso, con labios, magra separable solamente, recortada a 1/8 de grasa, todos los grados, cocida, a la parrilla;1266;🌱
Carne de res, de Nueva Zelanda, importada, pechuga en punta, solo magra separable, cruda;813;🌱
Carne de res, Nueva Zelanda, importada, chuck eye roll, solo magra separable, cruda;1247;🍖
Carne de res, lomo, bistec de lomo superior, sin hueso, con labios, magra y grasa separable, recortada a 1/8 de grasa, selecta, cruda;843;🌱
Carne de res, lomo, bistec de lomo superior, sin hueso, con labios, solo magra separable, recortada a 1/8 de grasa, elección, cocida, a la parrilla;1193;🌱
Carne de res, lomo pequeño asado/filete, sin hueso, magra y grasa separable, recortada a 1/8 de grasa, selecta, cruda;882;🌱
Carne de res, lomo, bistec de lomo superior, sin hueso, con labios, magra separable solamente, recortada a 1/8 de grasa, seleccionada, cocida, a la parrilla;1399;🌱
Carne de res, australiana, importada, alimentada con pasto, molida, 85 % magra/15 % de grasa, cruda;674;🌱
Carne de res, lomo pequeño asado/filete, sin hueso, magra y grasa separable, recortada a 1/8 de grasa, elección, cruda;83;🌱
Carne de res, lomo, filete de solomillo superior, sin hueso, magra y grasa separable, recortada a 1/8 de grasa, selecta, cruda;82;🌱
Carne de res, filete de lomo superior, sin hueso, magra y grasa separable, recortada a 1/8 de grasa, a elección, cocida, a la parrilla;1069;🌱
Carne de res, filete de lomo superior, sin hueso, magra y grasa separable, recortada a 1/8 de grasa, seleccionada, cocida, a la parrilla;1069;🌱
Carne de res, filete de lomo superior, sin hueso, magra y grasa separable, recortada a 1/8 de grasa, todos los grados, cocida, a la parrilla;1099;🌱
Carne de res, ribeye petite asado, deshuesada, solo magra separable, recortada a 0 grasa, elección, cocida, asada;1165;🌱
Carne de res, ribeye petite asado, deshuesada, solo magra separable, recortada a 0 grasa, seleccionada, cocida, asada;1338;🌱
Carne de res, ribeye petite asado, deshuesada, solo magra separable, recortada a 0 grasa, todos los grados, cocida, asada;1226;🌱
Carne de res, filete ribeye, deshuesado, solo magro separable, recortado a 0 grasa, todos los grados, crudo;85;🌱
Carne de res, lomo, filete de solomillo superior, sin hueso, magro y graso separable, recortado a 1/8 de grasa, todos los grados, cocido, a la parrilla;1043;🌱
Carne de res, filete ribeye, deshuesado, solo magro separable, recortado a 0 grasa, selecto, cocido, a la parrilla;1192;🌱
Carne de res, filete ribeye, deshuesado, solo magro separable, recortado a 0 grasa, todos los grados, cocido, a la parrilla;1074;🌱
Carne de res, lomo, top sirloin petite asado, sin hueso, solo magro separable, recortado a 0 grasa, seleccionado, cocido, asado;1384;🌱
Carne de res, filete ribeye, deshuesado, solo magro separable, recortado a 0 grasa, elección, cocido, a la parrilla;1009;🌱
Carne de res, lomo, solomillo superior petite asado/filete, sin hueso, solo magro separable, recortado a 0 grasa, todos los grados, crudo;1003;🌱
Carne de res, lomo pequeño asado, sin hueso, solo magra separable, recortada a 1/8 de grasa, seleccionada, cocida, asada;1343;🌱
Carne de res, lomo pequeño asado/filete, deshuesado, solo magra separable, recortado a 1/8 de grasa, todos los grados, crudo;985;🌱
Carne de res, lomo, solomillo superior asado pequeño, sin hueso, solo magro separable, recortado a 0 grasa, todos los grados, cocido, asado;1268;🌱
Carne de res, lomo pequeño asado, sin hueso, solo magra separable, recortada a 1/8 de grasa, elección, cocida, asada;1175;🌱
Carne de res, lomo, filete de solomillo superior, sin hueso, solo magro separable, recortado a 0 grasa, seleccionado, cocido, a la parrilla;1451;🌱
Carne de res, lomo pequeño asado, sin hueso, solo magra separable, recortada a 1/8 de grasa, todos los grados, cocida, asada;1234;🌱
Guayabas, comunes, crudas;6;🍐
Guayabas, fresa, crudas;1;🌱
Jugo de uva, enlatado o embotellado, sin azúcar, sin ácido ascórbico agregado;12;🍇
Pomelo, secciones, enlatado, paquete de almíbar ligero, sólidos y líquidos;34;🌱
Toronja, cruda, rosada y roja y blanca, todas las áreas;38;🍇
Pomelo, crudo, blanco, Florida;38;🌱
Toronja, gajos, enlatados, en jugo, sólidos y líquidos;42;🌱
Pomelo, secciones, enlatado, paquete de agua, sólidos y líquidos;35;🌱
Bayas de goji, secas;271;🌱
Higos, enlatados, en almíbar extra pesado, sólidos y líquidos;9;🌱
Higos, enlatados, en almíbar espeso, sólidos y líquidos;9;🌱
Higos, enlatados, en almíbar ligero, sólidos y líquidos;1;🌱
Higos, enlatados, en agua, sólidos y líquidos;1;🌱
higos, crudos;18;🌱
Cereales, CREMA DE TRIGO, 1 minuto de tiempo de cocción, cocidos con agua, en la estufa, sin sal;88;🍚
Cereales, CREMA DE TRIGO, 1 minuto de tiempo de cocción, cocidos con agua, en microondas, sin sal;182;🍚
Cereales, CREMA DE TRIGO, 1 minuto de tiempo de cocción, seco;56;🍚
Cereales, CREMA DE TRIGO, 2 1/2 minutos de tiempo de cocción, cocidos con agua, en microondas, sin sal;94;🍚
Cereales, CREMA DE TRIGO, 2 1/2 minutos de tiempo de cocción, cocidos con agua, en la estufa, sin sal;72;🍚
Cereales listos para comer, copos de salvado de trigo enriquecido RALSTON;457;🌱
Cereales listos para comer, Galletas de Maíz RALSTON;403;🍞
Paté sabor trufa;582;🍽
Salami, italiano, cerdo y res, seco, rebanado, 50 % menos de sodio;868;🍖
Pan de macarrones con queso, pollo, cerdo y ternera;497;🍝
Frankfurter, carne;445;🌭
Salchicha de cerdo, enlace/empanada, completamente cocida, en el microondas;54;🍖
Pechuga de pollo, asada al horno, sin grasa, en rodajas;645;🌱
Pechuga de pollo, sin grasa, sabor mezquite, en rebanadas;645;🌱
Pastrami, ternera, 98% sin grasa;621;🌱
Bratwurst, cerdo, res y pavo, light, ahumado;519;🌱
Beerwurst, cerdo y ternera;598;🍺
frankfurt, cerdo;503;🌭
Bratwurst, carne de res y cerdo, ahumado;405;🍖
Salchicha, cerdo y res, con queso cheddar, ahumado;56;🍔
Salchicha, polaca, ternera con pollo, caliente;539;🌱
Salchicha, polaca, cerdo y ternera, ahumada;405;🍖
Salchicha, italiana, dulce, enlaces;377;🌭
Salchicha de rollo de miel, carne de res;696;🍔
Salchicha, Viena, enlatada, pollo, ternera, cerdo;425;🌭
Salami, seco o duro, cerdo;94;🍖
Salami, cocido, pavo;607;🍖
Salchichas, salchichas ahumadas, cerdo y res (leche en polvo sin grasa agregada);52;🍖
Salchicha de cerdo, enlace/empanada, sin preparar;578;🍖
Salami, cocido, carne de res;541;🍖
Salami, cocido, ternera y cerdo;481;🍖
pan de madre, cerdo;573;🍞
Pan de picnic, cerdo, ternera;537;🍞
Pan de lujo, cerdo;718;🍞
Paté, hígado de ganso, ahumado, enlatado;567;🍗
pastrami, pavo;715;🌱
paté, hígado, no especificado, enlatado;582;🍽
Paté, hígado de pollo, enlatado;694;🌱
Pan de aceitunas, cerdo;419;🍞
Sopa, crema de patata, enlatada, preparada con igual volumen de agua;34;🌱
Sopa, guisantes, partida con jamón, enlatada, preparada con igual volumen de agua;18;🌱
Sopa, minestrone, enlatada, preparada con igual volumen de agua;64;🌱
Sopa, gumbo de pollo, enlatada, preparada con igual volumen de agua;4;🌱
Sopa, crema de apio, enlatada, preparada con igual volumen de agua;32;🌱
Sopa, frijol con frankfurt, enlatada, preparada con igual volumen de agua;223;🌱
Sopa, guisante, verde, enlatada, preparada con igual volumen de leche;225;🌱
CAMPBELL'S, Crema de Champiñones, condensada;37;🌱
Sopa, crema de patata, enlatada, preparada con igual volumen de leche;112;🌱
Sopa, sopa de tomate, enlatada, preparada con igual volumen de leche;108;🌱
Sopa, crema de apio, enlatada, preparada con igual volumen de leche;11;🌱
Sopa, crema de espárragos, enlatada, preparada con igual volumen de leche;117;🌱
Sopa, queso, enlatada, preparada con igual volumen de leche;189;🌱
Sopa, sopa de tomate, enlatada, condensada;6;🌱
Pavo, piezas para la venta al por menor, muslo, solo carne, cocido, asado;1036;🌱
Pavo, piezas para venta al por menor, muslo, solo carne, cocido, asado;91;🌱
Pavo, piel, de piezas para la venta al por menor, de carne oscura, crudo;339;🌱
Pavo, pechuga, de ave entera, solo carne, con solución añadida, cruda;694;🌱
Pavo, piezas de venta al por menor, muslo, solo carne, crudo;661;🌱
Pavo, piezas de venta al por menor, ala, solo carne, cocido, asado;1092;🌱
Pavo, piel, de piezas para la venta al por menor, de carne oscura, cocido, asado;581;🌱
Pavo, entero, carne y piel, con solución añadida, crudo;597;🌱
Pavo, entero, carne y piel, con solución añadida, asado;822;🌱
Pavo, entero, solo carne, con solución añadida, asado;858;🍗
