name;phe;emoji
Oeuf, jaune, cru, congelé, salé, pasteurisé;61;🥚
Oeuf, jaune, séché;1472;🥚
Lait, écrémé, liquide, sans vitamine A et vitamine D ajoutées (sans gras ou écrémé);175;🌱
Beurre, sans sel;41;🌱
Fromage, parmesan, râpé;2234;🧀
Oeuf, blanc, séché, flocons, stabilisé, réduit en glucose;4837;🌱
Oeuf, entier, séché, stabilisé, réduit en glucose;2721;🥚
Oeuf, entier, cuit, frit;736;🍳
Oeuf, blanc, séché, poudre, stabilisé, réduit en glucose;5181;🥚
Oeuf, entier, cuit, dur;668;🥚
Fromage, édam;1434;🧀
Oeuf, jaune, cru, congelé, pasteurisé;689;🥚
Oeuf, jaune, cru, congelé, sucré, pasteurisé;607;🍳
Fromage, crème;291;🧀
Fromage, feta;675;🧀
Fromage, cheshire;1231;🧀
Fromage, carvi;1326;🧀
Fromage, colby;1251;🧀
Fromage, cottage, faible en gras, 1 % de matière grasse du lait;668;🧀
Fromage, cheddar (comprend les aliments pour le programme de distribution alimentaire de l'USDA);1074;🧀
Beurre, fouetté, avec du sel;41;🌱
Huile de beurre, anhydre;14;🌱
Boeuf, longe, bifteck de haut de surlonge, désossé, maigre séparable seulement, paré à 1/8 de gras, sélectionné, cru;1011;🌱
Beurre, salé;41;🍞
Boeuf, longe, haut de surlonge petit rôti / filet, désossé, maigre séparable seulement, paré à 0 gras, au choix, cru;961;🌱
Boeuf, bifteck de faux-filet, désossé, sans lèvre, maigre et gras séparable, paré à 0 gras, au choix, cru;746;🌱
Boeuf, longe, petit rôti de haut de surlonge, désossé, maigre séparable seulement, paré à 0 gras, au choix, cuit, rôti;1206;🌱
Bœuf, côte, côtes levées, avec os, maigre et gras séparable, paré à 0 gras, sélectionné, cru;684;🌱
Boeuf, côte, côtes levées, avec os, maigre et gras séparable, paré à 0 gras, au choix, cru;628;🌱
Bœuf, bifteck de faux-filet, désossé, sans lèvre, maigre et gras séparable, paré à 0 gras, sélectionné, cru;821;🌱
Bœuf, bifteck d'assiette, désossé, jupe extérieure, maigre et gras séparable, paré à 0 gras, tous grades, cru;721;🌱
Boeuf, steak de plaque, désossé, jupe extérieure, maigre et gras séparable, paré à 0 gras, sélectionné, cuit, grillé;1141;🌱
Boeuf, faux-filet, désossé, sans lèvres, maigre et gras séparable, paré à 0 gras, sélectionné, cuit, grillé;1073;🌱
Boeuf, bifteck de faux-filet, désossé, sans lèvre, maigre et gras séparable, paré à 0 gras, tous grades, cru;772;🌱
Bœuf, steak de plaque, désossé, jupe extérieure, maigre et gras séparable, paré à 0 gras, au choix, cuit, grillé;1056;🌱
Boeuf, steak de plaque, désossé, jupe intérieure, maigre et gras séparable, paré à 0 gras, au choix, cuit, grillé;1153;🌱
Bœuf, bifteck d'assiette, désossé, jupe extérieure, maigre et gras séparable, paré à 0 gras, tous les grades, cuit, grillé;1085;🌱
Bœuf, bifteck d'assiette, désossé, jupe intérieure, maigre et gras séparable, paré à 0 gras, tous les grades, cuit, grillé;1178;🌱
Boeuf, steak / rôti de faux-filet, désossé, à lèvres, maigre et gras séparable, coupé à 1/8 de gras, sélectionné, cru;798;🌱
Boeuf, faux-filet, désossé, à lèvres, maigre et gras séparable, coupé à 1/8 de gras, sélectionné, cuit, grillé;1014;🌱
Boeuf, faux-filet / rôti, désossé, à lèvres, maigre et gras séparable, coupé à 1/8 de gras, au choix, cru;734;🌱
Boeuf, faux-filet, désossé, avec les lèvres, maigre et gras séparable, paré à 1/8 de gras, tous grades, cuit, grillé;95;🌱
Boeuf, steak / rôti de faux-filet, avec os, à lèvres, maigre et gras séparable, coupé à 1/8 de gras, sélectionné, cru;753;🌱
Boeuf, bifteck de faux-filet, désossé, à lèvres, maigre et gras séparable, paré à 1/8 de gras, au choix, cuit, grillé;914;🌱
Boeuf, faux-filet, non désossé, avec les lèvres, maigre et gras séparable, paré à 1/8 de gras, tous les grades, cuit, grillé;919;🌱
Boeuf, rôti de faux-filet, avec os, avec les lèvres, maigre et gras séparable, paré à 1/8 de gras, au choix, cuit, rôti;939;🌱
Boeuf, faux-filet, avec os, avec les lèvres, maigre et gras séparable, paré à 1/8 de gras, sélectionné, cuit, grillé;947;🌱
Boeuf, faux-filet, avec os, avec les lèvres, maigre et gras séparable, paré à 1/8 de gras, au choix, cuit, grillé;906;🌱
Boeuf, faux-filet, désossé, sans lèvre, maigre séparable seulement, paré à 0 gras, au choix, cru;9;🌱
Boeuf, faux-filet, désossé, sans lèvre, maigre séparable seulement, paré à 0 gras, sélectionné, cuit, grillé;1366;🌱
Boeuf, faux-filet, désossé, sans lèvre, maigre séparable seulement, paré à 0 gras, sélectionné, cru;1059;🌱
Boeuf, côte, côtes levées, avec os, maigre séparable seulement, paré à 0 gras, tous les grades, cuit, braisé;1235;🌱
Boeuf, côte, côtes de dos, avec os, maigre séparable seulement, paré à 0 gras, sélectionné, cru;929;🌱
Boeuf, steak de plaque, désossé, jupe extérieure, maigre séparable seulement, paré à 0 gras, au choix, cru;769;🌱
Boeuf, steak de plaque, désossé, jupe extérieure, maigre séparable seulement, paré à 0 gras, tous les grades, cru;816;🌱
Boeuf, steak de plaque, désossé, jupe extérieure, maigre séparable seulement, paré à 0 gras, sélectionné, cuit, grillé;1351;🌱
Boeuf, steak de plaque, désossé, jupe extérieure, maigre séparable seulement, paré à 0 gras, au choix, cuit, grillé;1125;🌱
Boeuf, steak de plaque, désossé, jupe intérieure, maigre séparable seulement, paré à 0 gras, tous les grades, cuit, grillé;1306;🌱
Bœuf, rond, extérieur rond, bas rond, bifteck, maigre et gras séparable, paré à 0 gras, tous grades, cru;853;🌱
Boeuf, rôti de faux-filet, désossé, à lèvres, maigre séparable seulement, paré à 1/8 de gras, sélectionné, cuit, rôti;1354;🌱
Boeuf, steak de plaque, désossé, jupe intérieure, maigre séparable seulement, paré à 0 gras, au choix, cuit, grillé;123;🌱
Bœuf, bifteck d'assiette, désossé, jupe intérieure, maigre séparable seulement, paré à 0 gras, tous les grades, cru;922;🌱
Boeuf, rond, jarret, pointe centrale, steak, maigre et gras séparable, paré à 0 gras, tous grades, cru;827;🌱
Boeuf, rond, jarret, côté pointe, steak, maigre et gras séparable, paré à 0 gras, tous grades, cru;857;🌱
Boeuf, mandrin, motte d'épaule, lame supérieure, steak, maigre et gras séparable, paré à 0 gras, tous grades, cuit, grillé;1039;🌱
Boeuf, mandrin, motte d'épaule, épaule tendre, médaillon, maigre et gras séparable, paré à 0 gras, tous grades, cuit, grillé;1036;🌱
Boeuf, rond, jarret, pointe centrale, steak, maigre et gras séparable, paré à 0 gras, tous les grades, cuit, grillé;1071;🌱
Boeuf, rond, jarret, centre de la pointe, steak, maigre et gras séparable, paré à 0 gras, sélectionné, cru;829;🍖
Boeuf, rond, jarret, pointe centrale, steak, maigre et gras séparable, paré à 0 gras, au choix, cuit, grillé;1062;🌱
Boeuf, mandrin, motte d'épaule, épaule tendre, médaillon, maigre et gras séparable, paré à 0 gras, tous grades, cru;811;🌱
Boeuf, rond, extérieur rond, bas rond, steak, maigre et gras séparable, paré à 0 gras, sélectionné, cuit, grillé;1106;🌱
Boeuf, mandrin, motte d'épaule, lame supérieure, steak, maigre et gras séparable, paré à 0 gras, sélectionné, cuit, grillé;999;🌱
Boeuf, mandrin, motte d'épaule, lame supérieure, steak, maigre et gras séparable, paré à 0 gras, sélectionné, cru;766;🌱
Boeuf, rond, jarret, pointe centrale, steak, maigre et gras séparable, paré à 0 gras, au choix, cru;819;🍖
Boeuf, mandrin, motte d'épaule, steaks de haut et de centre d'épaule, maigre et gras séparables, parés à 0 gras, au choix, cuits, grillés;103;🌱
Boeuf, mandrin, motte d'épaule, épaule tendre, médaillon, maigre et gras séparable, paré à 0 gras, sélectionné, cru;827;🌱
Boeuf, rond, jarret, côté pointe, steak, maigre et gras séparable, paré à 0 gras, au choix, cru;846;🌱
Boeuf, longe courte, bifteck d'aloyau, maigre et gras séparable, paré à 1/8 de gras, sélectionné, cuit, grillé;1028;🌱
Boeuf, mandrin, motte d'épaule, steaks de haut et de centre d'épaule, maigre et gras séparables, parés à 0 gras, au choix, crus;805;🌱
Bœuf, mandrin, motte d'épaule, épaule tendre, médaillon, maigre et gras séparable, paré à 0 gras, au choix, cuit, grillé;103;🌱
Boeuf, rôti d'épaule ou bifteck, désossé, maigre et gras séparable, paré à 0 gras, tous grades, cru;814;🌱
Boeuf, longe courte, bifteck d'aloyau, maigre et gras séparable, paré à 1/8 de gras, tous grades, cru;822;🌱
Boeuf, longe courte, bifteck d'aloyau, maigre et gras séparable, paré à 1/8 de gras, tous les grades, cuit, grillé;987;🌱
Boeuf, longe courte, bifteck d'aloyau, maigre et gras séparable, paré à 1/8 de gras, sélectionné, cru;828;🌱
Filets de poulet, panés, congelés, préparés;47;🌱
Corn dogs, congelés, préparés;366;🌭
Macaroni et fromage, mélange sec, préparé avec 2 % de lait et 80 % de margarine en bâton de mélange sec;288;🍝
Bol de riz avec poulet, plat surgelé, préparé (comprend les variétés frites, teriyaki et aigre-douce);255;🍚
Dîner de macaroni au fromage avec mélange de sauce sèche, en boîte, non cuit;692;🍝
Lasagne avec viande et sauce, plat surgelé;299;🍝
Dinde, farce, purée de pommes de terre avec sauce, légumes assortis, congelée, au micro-ondes;278;🌱
Pâté au poulet, plat surgelé, préparé;244;🌱
Ragoût de boeuf, entrée en conserve;147;🍖
Boeuf, hachis de corned-beef, avec pomme de terre, en conserve;229;🍖
Lasagne, fromage, congelée, préparée;285;🍝
HOT POCKETS Sandwich farci au jambon et fromage, congelé;409;🍔
Raviolis, farcis à la viande, avec sauce tomate ou sauce à la viande, en conserve;155;🌱
Restauration rapide, filets de poulet;1437;🌱
BURGER KING, CROISSAN'WICH avec Saucisse, Oeuf et Fromage;542;🍔
"Restauration rapide, hamburger ; une seule grosse galette ; avec condiments, légumes et mayonnaise";464;🌱
"Restauration rapide, hamburger ; galette simple et régulière; pain à deux étages avec condiments et sauce spéciale";44;🌱
BURGER KING, CROISSAN'WICH avec Saucisse et Fromage;587;🌱
Fast Food, Pizza Chain, 14 pizzas, garniture au fromage, croûte régulière;664;🌱
Pizza aux 14 fromages PAPA JOHN'S, croûte mince;663;🌱
LITTLE CAESARS 14 Pizza au pepperoni, grande croûte profonde;661;🌱
Pizza aux 14 fromages PETITS CÉSAR, croûte mince;963;🌱
Pizza 14 fromages DOMINO'S, croûte profonde ultime;651;🌱
PAPA JOHN'S 14 Pizza Pepperoni, Croûte Originale;655;🌱
PAPA JOHN'S 14 Pizza The Works, croûte originale;52;🌱
Restauration rapide, burrito, avec haricots, fromage et boeuf;295;🌯
PIZZA HUT 12 Pizza Super Suprême, croûte levée à la main;545;🍕
PIZZA HUT 12 Pizza au pepperoni, croûte mélangée à la main;625;🍕
PIZZA HUT 12 Pizza Pepperoni, Croûte Pan;564;🍕
Restauration rapide, croissant, avec œuf, fromage et saucisse;542;🍔
Restauration rapide, sundae, fudge chaud;152;🌱
Restauration rapide, sundae, caramel;217;🌱
Restauration rapide, œuf, brouillé;75;🍳
Restauration rapide, biscuit, avec œuf et jambon;519;🍔
Restauration rapide, biscuit, avec oeuf et bacon;54;🍔
Pâtes, sans gluten, farine de maïs et de riz, cuites;175;🌱
Gâteau, livre, préparé commercialement, sans gras;288;🌱
Tortillas, prêtes à cuire ou à frire, maïs, sans sel ajouté;285;🌽
Gâteau, jaune, léger, mélange sec;221;🍰
Tortillas, prêtes à cuire ou à frire, farine, sans calcium ajouté;435;🌮
Tarte, pomme, préparation commerciale, farine non enrichie;88;🍎
Boissons, eau, en bouteille, POLOGNE PRINTEMPS;0;🍼
Tarte, tartes frites, cerise;138;🍰
Muffins anglais, nature, non enrichis, sans propionate de calcium (inclut le levain);379;🍞
Boissons, eau, bouteilles, PERRIER;0;🌱
Boissons, thé, noir, infusé, préparé avec de l'eau du robinet;0;🍵
Shake, restauration rapide, vanille;169;🌱
Boissons, mélange pour boisson maltée, naturel, en poudre, préparé avec du lait entier;167;🥛
Boissons gazeuses de type poivre contenant de la caféine;0;🌱
Boissons gazeuses, soda au raisin;0;🌱
Boisson gazeuse, soda à la crème;0;🥤
Boissons, Protéine en poudre à base de soja;2958;🍶
Boisson alcoolisée, crème de menthe, 72 proof;0;🍸
Snack, Bretzel, enrobé de chocolat dur;191;🍫
Collations, craquelins aux crevettes;367;🍤
Collations, barre granola, QUAKER, DIPPS, toutes les saveurs;2;🌱
Collations, barre granola, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX;289;🌱
Collations, croustilles de riz brun;421;🍚
Collations, croustilles de bagel, nature;684;🍞
Collations, croustilles de pita, salées;642;🍟
Barre formulée, riche en fibres, moelleuse, avoine et chocolat;23;🌱
Collations, barre granola, moelleux, sucre réduit, toutes les saveurs;72;🌱
Collations, bouchées de granola, saveurs mélangées;77;🌱
Barre formulée, barre repas SLIM-FAST OPTIMA, chocolat au lait cacahuète;87;🌱
Snacks, chips ou chips de soja, salés;1371;🌱
Maïs soufflé, micro-ondes, saveur régulière (beurre), à base d'huile de palme;426;🌱
Barre formulée, POWER BAR, chocolat;74;🌱
Collations, maïs soufflé, micro-ondes, 94 % sans matières grasses;529;🍿
Barre formulée, MARS SNACKFOOD US, SNICKERS MARATHON Energy Bar, toutes les saveurs;976;🌱
Bœuf, poitrine, moitié plate, maigre et gras séparable, paré à 1/8 de gras, sélectionné, cru;702;🌱
Boeuf, rond, pointe ronde, rôti, maigre séparable seulement, paré à 0 gras, tous les grades, cru;832;🍖
Boeuf, rond, pointe ronde, rôti, maigre séparable seulement, paré à 0 gras, au choix, cru;82;🍖
Bœuf, poitrine, moitié plate, maigre et gras séparable, paré à 1/8 de gras, au choix, cru;716;🌱
Boeuf, rond, pointe ronde, rôti, maigre séparable seulement, paré à 0 gras, sélectionné, cru;844;🍖
Bœuf, poitrine, moitié plate, maigre et gras séparable, paré à 1/8 de gras, au choix, cuit, braisé;1132;🌱
Boeuf, bas de surlonge, rôti à trois pointes, maigre séparable seulement, paré à 0 gras, sélectionné, cru;843;🌱
Boeuf, rond, oeil de rond, rôti, maigre séparable seulement, paré à 1/8 de gras, sélectionné, cru;881;🍖
Boeuf, côte, petit bout (côtes 10-12), maigre séparable seulement, paré à 1/8 de gras, tous grades, cuit, grillé;1168;🌱
Boeuf, rond, bas rond, rôti, maigre séparable seulement, paré à 1/8 de gras, sélectionné, cru;876;🍖
Boeuf, rond, haut rond, steak, maigre séparable seulement, paré à 1/8 de gras, sélectionné, cru;913;🍖
Boeuf, longe courte, longe supérieure, steak, maigre séparable seulement, paré à 1/8 de gras, au choix, cru;9;🌱
Boeuf, rond, bas rond, steak, maigre séparable seulement, paré à 1/8 de gras, au choix, cuit, braisé;1352;🌱
Boeuf, longe courte, longe supérieure, steak, maigre séparable seulement, paré à 1/8 de gras, au choix, cuit, grillé;1152;🌱
Boeuf, filet, steak, maigre séparable seulement, paré à 1/8 de gras, au choix, cuit, grillé;1146;🌱
Boeuf, haut de surlonge, steak, maigre séparable seulement, paré à 1/8 de gras, au choix, cuit, grillé;1166;🌱
Bœuf, haché, 97 % de viande maigre / 3 % de matières grasses, pain, cuit, cuit au four;1075;🍖
Bœuf, haché, 97 % de viande maigre / 3 % de matières grasses, galette, cuit, grillé;1028;🍔
Bœuf, haché, 93 % de viande maigre / 7 % de matières grasses, cru;814;🌱
Bœuf, haché, 97 % de viande maigre / 3 % de matières grasses, cru;858;🌱
Bœuf, haché, 97 % de viande maigre / 3 % de matières grasses, galette, cuit, poêlé;1017;🍔
Boeuf, Nouvelle-Zélande, importé, filet mignon, maigre et gras séparable, cru;818;🌱
Boeuf, Nouvelle-Zélande, importé, filet, maigre et gras séparable, cuit, frit rapidement;1138;🌱
Bœuf, Nouvelle-Zélande, importé, palette d'huîtres, maigre et gras séparable, cuit, braisé;1158;🍖
Bœuf, Nouvelle-Zélande, importé, jarret arrière, maigre et gras séparable, cru;801;🌱
Boeuf, Nouvelle-Zélande, importé, jarret arrière, maigre et gras séparable, cuit, braisé;1159;🌱
Boeuf, Nouvelle-Zélande, importé, contre-filet, maigre et gras séparable, cru;719;🌱
Bœuf, Nouvelle-Zélande, importé, cube roll, maigre et gras séparable, cru;708;🍖
Boeuf, Nouvelle-Zélande, importé, rouleau de cube, maigre et gras séparable, cuit, rôti rapidement;108;🌱
Bœuf, Nouvelle-Zélande, importé, plat, maigre et gras séparable, cru;8;🌱
Boeuf, Nouvelle-Zélande, importé, chuck eye roll, maigre et gras séparable, cru;1165;🌱
Bœuf, Nouvelle-Zélande, importé, lame bolaire, maigre et gras séparable, cuit, rôti rapidement;1217;🌱
Bœuf, Nouvelle-Zélande, importé, lame bolaire, maigre et gras séparable, cru;828;🌱
Bœuf, Nouvelle-Zélande, importé, viandes et sous-produits variés, tripes non cuites, crues;578;🍖
Bœuf, Nouvelle-Zélande, importé, viandes et sous-produits variés, tripes cuites, bouillies;739;🍖
Boeuf, Nouvelle-Zélande, importé, chuck eye roll, maigre et gras séparable, cuit, braisé;1163;🌱
Boeuf, Nouvelle-Zélande, importé, ris de veau, cuit, bouilli;487;🍖
Boeuf, Nouvelle-Zélande, importé, graisse sous-cutanée, cuit;253;🍖
Boeuf, Nouvelle-Zélande, importé, filet, maigre séparable seulement, cuit, frit rapidement;1142;🌱
Bœuf, Nouvelle-Zélande, importé, graisse sous-cutanée, cru;33;🍖
Bœuf, Nouvelle-Zélande, importé, ris de veau, cru;448;🍖
Boeuf, Nouvelle-Zélande, importé, côtes levées préparées, cuites, rôties rapidement;1059;🌱
Boeuf, Nouvelle-Zélande, importé, palette d'huîtres, maigre séparable seulement, cuit, braisé;1161;🌱
Boeuf, Nouvelle-Zélande, importé, boeuf de fabrication, cru;825;🍖
Bœuf, Nouvelle-Zélande, importé, palette d'huîtres, maigre séparable uniquement, cru;849;🍖
Boeuf, Nouvelle-Zélande, importé, jarret, cuit, frit rapidement;107;🍔
Boeuf, Nouvelle-Zélande, importé, graisse intermusculaire, cuit;307;🍖
Bœuf, Nouvelle-Zélande, importé, viandes et sous-produits variés, cœur, cuit, bouilli;1217;🌱
Bœuf, Nouvelle-Zélande, importé, graisse intermusculaire, cru;271;🍖
Boeuf, Nouvelle-Zélande, importé, viandes et sous-produits variés, rognons, cuits, bouillis;1061;🌱
Bœuf, Nouvelle-Zélande, importé, plat, maigre séparable uniquement, cru;828;🍖
Bœuf, Nouvelle-Zélande, importé, flanc, maigre séparable uniquement, cru;798;🍖
Boeuf, Nouvelle-Zélande, importé, chuck eye roll, maigre séparable seulement, cuit, braisé;1247;🌱
Boeuf, Nouvelle-Zélande, importé, flanc, maigre séparable seulement, cuit, braisé;1195;🌱
Boeuf, Nouvelle-Zélande, importé, plat, maigre séparable seulement, cuit, braisé;1292;🌱
Boeuf, Nouvelle-Zélande, importé, bout de pointe de poitrine, maigre séparable seulement, cuit, braisé;1342;🍖
Boeuf, longe, bifteck de longe supérieur, désossé, avec les lèvres, maigre séparable seulement, paré à 1/8 de gras, tous grades, cuit, grillé;1266;🌱
Boeuf, Nouvelle-Zélande, importé, bout de pointe de poitrine, maigre séparable seulement, cru;813;🌱
Boeuf, Nouvelle-Zélande, importé, chuck eye roll, maigre séparable seulement, cru;1247;🍖
Boeuf, longe, bifteck de longe supérieur, désossé, à lèvres, maigre et gras séparable, coupé à 1/8 de gras, au choix, cru;843;🌱
Boeuf, longe, bifteck de longe supérieur, désossé, avec les lèvres, maigre séparable seulement, paré à 1/8 de gras, au choix, cuit, grillé;1193;🌱
Boeuf, petit rôti / filet de longe, désossé, maigre et gras séparable, paré à 1/8 de gras, sélectionné, cru;882;🌱
Boeuf, longe, bifteck de haut de longe, désossé, à lèvres, maigre séparable seulement, paré à 1/8 de gras, sélectionné, cuit, grillé;1399;🌱
Bœuf, australien, importé, nourri à l'herbe, haché, 85 % maigre / 15 % gras, cru;674;🌱
Boeuf, petit rôti / filet de longe, désossé, maigre et gras séparable, paré à 1/8 de gras, au choix, cru;83;🌱
Boeuf, longe, bifteck de haut de surlonge, désossé, maigre et gras séparable, paré à 1/8 de gras, sélectionné, cru;82;🌱
Boeuf, haut de filet de longe, désossé, maigre et gras séparable, paré à 1/8 de gras, au choix, cuit, grillé;1069;🌱
Boeuf, haut de filet de longe, désossé, maigre et gras séparable, paré à 1/8 de gras, sélectionné, cuit, grillé;1069;🌱
Boeuf, haut de filet de longe, désossé, maigre et gras séparable, paré à 1/8 de gras, tous grades, cuit, grillé;1099;🌱
Boeuf, petit rôti de faux-filet, désossé, maigre séparable seulement, paré à 0 gras, au choix, cuit, rôti;1165;🌱
Boeuf, petit rôti de faux-filet, désossé, maigre séparable seulement, paré à 0 gras, sélectionné, cuit, rôti;1338;🌱
Boeuf, petit rôti de faux-filet, désossé, maigre séparable seulement, paré à 0 gras, tous les grades, cuit, rôti;1226;🌱
Boeuf, bifteck de faux-filet, désossé, maigre séparable seulement, paré à 0 gras, tous grades, cru;85;🌱
Boeuf, longe, bifteck de haut de surlonge, désossé, maigre et gras séparable, paré à 1/8 de gras, tous grades, cuit, grillé;1043;🌱
Boeuf, bifteck de faux-filet, désossé, maigre séparable seulement, paré à 0 gras, sélectionné, cuit, grillé;1192;🌱
Boeuf, bifteck de faux-filet, désossé, maigre séparable seulement, paré à 0 gras, tous les grades, cuit, grillé;1074;🌱
Boeuf, longe, petit rôti de haut de surlonge, désossé, maigre séparable seulement, paré à 0 gras, sélectionné, cuit, rôti;1384;🌱
Boeuf, bifteck de faux-filet, désossé, maigre séparable seulement, paré à 0 gras, au choix, cuit, grillé;1009;🌱
Boeuf, longe, petit rôti / filet de surlonge, désossé, maigre séparable seulement, paré à 0 gras, tous les grades, cru;1003;🌱
Bœuf, petit rôti de longe supérieure, désossé, maigre séparable seulement, paré à 1/8 de gras, sélectionné, cuit, rôti;1343;🌱
Bœuf, petit rôti/filet de haut de longe, désossé, maigre séparable seulement, paré à 1/8 de gras, tous les grades, cru;985;🌱
Boeuf, longe, petit rôti de haut de surlonge, désossé, maigre séparable seulement, paré à 0 gras, tous les grades, cuit, rôti;1268;🌱
Boeuf, petit rôti de longe supérieure, désossé, maigre séparable seulement, paré à 1/8 de gras, au choix, cuit, rôti;1175;🌱
Boeuf, longe, haut de surlonge, désossé, maigre séparable seulement, paré à 0 gras, sélectionné, cuit, grillé;1451;🌱
Bœuf, petit rôti de longe supérieure, désossé, maigre séparable seulement, paré à 1/8 de gras, tous les grades, cuit, rôti;1234;🌱
Goyaves, communes, crues;6;🍐
Goyaves, fraise, cru;1;🌱
Jus de raisin, en conserve ou en bouteille, non sucré, sans acide ascorbique ajouté;12;🍇
Pamplemousse, sections, en conserve, paquet de sirop léger, solides et liquides;34;🌱
Pamplemousse, cru, rose et rouge et blanc, toutes régions;38;🍇
Pamplemousse, cru, blanc, Floride;38;🌱
Pamplemousse, sections, en conserve, pack de jus, solides et liquides;42;🌱
Pamplemousse, sections, en conserve, pack d'eau, solides et liquides;35;🌱
Baies de Goji, séchées;271;🌱
Figues, conserves, pack de sirop extra lourd, solides et liquides;9;🌱
Figues, conserves, pack de sirop lourd, solides et liquides;9;🌱
Figues, en conserve, sirop léger, solides et liquides;1;🌱
Figues, en conserve, pack d'eau, solides et liquides;1;🌱
Figues, crues;18;🌱
Céréales, CRÈME DE BLÉ, 1 minute de temps de cuisson, cuit à l'eau, sur la cuisinière, sans sel;88;🍚
Céréales, CRÈME DE BLÉ, 1 minute de cuisson, cuites à l'eau, au micro-ondes, sans sel;182;🍚
Céréales, CRÈME DE BLÉ, 1 minute de temps de cuisson, sec;56;🍚
Céréales, CRÈME DE BLÉ, 2 1/2 minutes de cuisson, cuites à l'eau, au micro-ondes, sans sel;94;🍚
Céréales, CRÈME DE BLÉ, 2 1/2 minutes de cuisson, cuites à l'eau, sur la cuisinière, sans sel;72;🍚
Céréales prêtes à consommer, Flocons de son de blé enrichis RALSTON;457;🌱
Céréales prêtes à consommer, RALSTON Corn Biscuits;403;🍞
Pâté, saveur truffe;582;🍽
Salami, italien, porc et boeuf, sec, tranché, 50 % moins de sodium;868;🍖
Pain macaroni et fromage, poulet, porc et boeuf;497;🍝
Francfort, viande;445;🌭
Saucisse de porc, lien / galette, entièrement cuite, au micro-ondes;54;🍖
Poitrine de poulet, rôtie au four, sans gras, tranchée;645;🌱
Poitrine de poulet, sans gras, saveur mesquite, tranchée;645;🌱
Pastrami, boeuf, 98% sans gras;621;🌱
Bratwurst, porc, boeuf et dinde, léger, fumé;519;🌱
Beerwurst, porc et boeuf;598;🍺
Francfort, porc;503;🌭
Bratwurst, bœuf et porc, fumé;405;🍖
Saucisse, porc et boeuf, avec fromage cheddar, fumé;56;🍔
Saucisse, polonaise, boeuf au poulet, piquante;539;🌱
Saucisse, polonaise, porc et boeuf, fumée;405;🍖
Saucisse, italienne, douce, liens;377;🌭
Saucisse roulée au miel, boeuf;696;🍔
Saucisse, Vienne, conserve, poulet, boeuf, porc;425;🌭
Salami, sec ou dur, porc;94;🍖
Salami, cuit, dinde;607;🍖
Saucisse, saucisson fumé, porc et bœuf (lait écrémé en poudre ajouté);52;🍖
Saucisse de porc, lien / galette, non préparée;578;🍖
Salami, cuit, boeuf;541;🍖
Salami, cuit, boeuf et porc;481;🍖
Pain de la mère, porc;573;🍞
Pain pique-nique, porc, boeuf;537;🍞
Pain de luxe, porc;718;🍞
Pâté, foie d'oie, fumé, en conserve;567;🍗
Pastrami, dinde;715;🌱
Pâté, foie, non spécifié, en conserve;582;🍽
Pâté, foie de poulet, en conserve;694;🌱
Pain aux olives, porc;419;🍞
Soupe, crème de pommes de terre, en conserve, préparée avec un volume égal d'eau;34;🌱
Soupe, pois, fendue avec du jambon, en conserve, préparée avec un volume égal d'eau;18;🌱
Soupe, minestrone, en conserve, préparée avec un volume égal d'eau;64;🌱
Soupe, gombo au poulet, en conserve, préparée avec un volume égal d'eau;4;🌱
Soupe, crème de céleri, en conserve, préparée avec un volume égal d'eau;32;🌱
Soupe, haricot aux saucisses de Francfort, en conserve, préparée avec un volume égal d'eau;223;🌱
Soupe, pois, verte, en conserve, préparée avec du lait à volume égal;225;🌱
CAMPBELL'S, Soupe Crème de Champignons, condensée;37;🌱
Soupe, crème de pommes de terre, en conserve, préparée avec du lait à volume égal;112;🌱
Soupe, bisque de tomate, en conserve, préparée avec du lait à volume égal;108;🌱
Soupe, crème de céleri, en conserve, préparée avec du lait à volume égal;11;🌱
Soupe, crème d'asperges, en conserve, préparée avec du lait à volume égal;117;🌱
Soupe, fromage, en conserve, préparé avec du lait à volume égal;189;🌱
Soupe, bisque de tomate, en conserve, condensée;6;🌱
Dinde, pièces au détail, pilon, viande seulement, cuite, rôtie;1036;🌱
Dinde, pièces au détail, cuisse, viande seulement, cuite, rôtie;91;🌱
Dinde, peau, de parties au détail, de viande brune, crue;339;🌱
Dinde, poitrine, de volaille entière, viande seulement, avec solution ajoutée, crue;694;🌱
Dinde, pièces au détail, pilon, viande seulement, cru;661;🌱
Dinde, pièces au détail, aile, viande seulement, cuite, rôtie;1092;🌱
Dinde, peau, de parties au détail, de viande brune, cuite, rôtie;581;🌱
Dinde, entière, viande et peau, avec solution ajoutée, crue;597;🌱
Dinde, entière, viande et peau, avec solution ajoutée, rôtie;822;🌱
Dinde, entière, viande seulement, avec solution ajoutée, rôtie;858;🍗
Dinde, peau entière (claire et foncée), additionnée de solution, crue;309;🌱
Dinde entière, viande légère, viande seulement, avec solution ajoutée, cuite, rôtie;869;🌱
Dinde, peau entière, (claire et foncée), avec solution ajoutée, rôtie;557;🌱
Dinde, entière, viande seulement, avec solution ajoutée, crue;673;🌱
Poulet, viande brune, cuisse, viande et peau, avec solution ajoutée, cru;609;🌱
Dinde entière, viande légère, viande seulement, avec solution ajoutée, crue;694;🌱
