name;phe;icon
Berliner (Pfannkuchen) aus Hefeteig energiereduziert;406;pfannkuchen
Hörnchen aus Hefeteig energiereduziert;356;croissant
Kartoffelhörnchen aus Mürbeteig;275;potato
Nusshörnchen aus Hefeteig fettreich;345;nuss
Wiener Hörnchen aus Hefeteig fettreich;306;croissant
Butterhörnchen aus Hefeteig energiereduziert;353;croissant
Mohnhörnchen aus Hefeteig energiereduziert;423;kawaii-french-fries
Fettgebackenes aus Hefeteig energiereduziert;406;bayerische-brezel
Schoko-Donut;408;organic-food
Schnecken aus Hefeteig energiereduziert;375;zimtschnecke
Hefe-Boller aus Hefeteig fettreich;262;bayerische-brezel
Buchteln aus Hefeteig fettreich;315;organic-food
Berliner (Pfannkuchen) aus Hefeteig energiereduziert (mit Wasser zubereitet);376;pfannkuchen
Donut;391;doughnut
Marzipan-Krokant-Gebäck aus Hefeteig fettreich;454;kawaii-french-fries
Plätzchen aus Rührmasse;249;cookie
Amerikaner aus Rührmasse;249;organic-food
Streuselschnecke;290;kuchen
Haselnussberge aus Rührmasse;581;organic-food
Cremeschnitte aus Rührmasse;287;kuchen
Heidesand aus Rührmasse;210;bayerische-brezel
Marzipanstange aus Rührmasse;460;organic-food
Fettgebackenes aus Rührmasse;424;organic-food
Hobelspäne aus Rührmasse;391;ingredients-for-cooking
Schnecken aus Hefeteig;285;organic-food
Feine Nussplätzchen aus Rührmasse;507;organic-food
Kokosschnitte aus Rührmasse;362;organic-food
Haselnussschnitte aus Rührmasse;528;haselnuss
Vanillekipferl aus Rührmasse;388;zimtschnecke
Zitronenherz aus Rührmasse;549;organic-food
Mandelkranz aus Rührmasse;450;kuchen
Mandelhörnchen aus Rührmasse;422;kuchen
Plätzchen aus Sandmasse;210;cookie
Blätterteig Kleinteile;537;organic-food
Käsegebäck aus Blätterteig;537;organic-food
Schweinsohren aus Blätterteig;271;organic-food
Kaffeegebäck aus Blätterteig;382;cookie
Erdbeerschnitte aus Blätterteig;131;kirsche
Aprikosenteilchen aus Blätterteig;180;aprikose
Himbeer-Sahne in Pasteten aus Blätterteig;168;organic-food
Hörnchen aus Blätterteig;387;croissant
Croissant aus Blätterteig;353;croissant
Blätterteigbrötchen;432;bayerische-brezel
Croissant aus Plunderteig;322;croissant
Schinkenhörnchen aus Blätterteig;504;organic-food
Plätzchen aus Plunderteig;375;cookie
Plundergebäck;320;organic-food
Haselnuss-Plunderstreifen;329;organic-food
Marzipan-Plundergebäck;375;sweets
Schokoladen-Vollkornkeks;555;chocolate-bar-white
Apfelkeks aus Vollkornteig;320;cookie
Vollkornbackwaren;640;organic-food
Müslikeks aus Vollkornteig;407;bayerische-brezel
Backwarenerzeugnisse;276;organic-food
Butter-Mürbeteigboden;332;butter
Streusel roh;250;organic-food
Backmischung für Kuchen;348;ingredients-for-cooking
Backmischung für Streuselteig;348;ingredients-for-cooking
Backmischung für Nusskuchen;348;nuss
Backmischung für Zitronenkuchen;348;ingredients-for-cooking
Backmischung für Obstkuchen;348;ingredients-for-cooking
Nuss-Nougat-Törtchen aus Backmischung;187;nuss
Feigentörtchen aus Backmischung;160;kuchen
Waffeltörtchen aus Backmischung;251;cake
Pflaumen-Streuselkuchen aus Backmischung;101;kuchen
Apfelkuchen Hannover aus Backmischung;77;kuchen
Eier roh;635;eier
Eiweißpulver;4575;proteine
Wachtelei roh;635;eier
Hühnerei Vollei pochiert;635;eier
Hühnerei Eiweiß pochiert;635;eier
Hühnerei;635;eier
Hühnerei roh;635;eier
Hühnerei Vollei;635;eier
Hühnerei Vollei roh;800;eier
Hühnerei Vollei frittiert (zubereitet ohne Fett);672;eier
Hühnerei Vollei Pulver;2790;eier
Hühnerei Eiweiß;655;eier
Hühnerei Eiweiß roh;760;eier
Hühnerei Eiweiß Pulver;4575;proteine
Entenei;814;eier
Entenei roh;814;eier
Entenei Vollei roh;940;eier
Gänseei;812;eier
Gänseei roh;812;eier
Gänseei Vollei roh;812;eier
Putenei;803;kirsche
Putenei roh;803;kirsche
Putenei Vollei roh;803;eier
Teigwaren roh;600;organic-food
Teigwaren eifrei roh;604;organic-food
Teigwaren eifrei Schnitt-/Bandnudeln roh;604;nudeln
Teigwaren eifrei Spaghetti roh;604;nudeln
Teigwaren eifrei Makkaroni roh;604;organic-food
Teigwaren eifrei Suppennudeln roh;604;organic-food
Teigwaren eifrei Hörnchen roh;604;organic-food
Teigwaren eifrei Eiergräupchen roh;604;nudeln
Eierteigwaren roh;600;organic-food
Eierteigwaren Spaghetti roh;640;spaghetti
Eierteigwaren Makkaroni roh;600;nudeln
Eierteigwaren Schnitt-/Bandnudeln roh;600;nudeln
Eierteigwaren Suppennudeln roh;600;organic-food
Eierteigwaren Hörnchen roh;600;organic-food
Eierteigwaren Eiergräupchen roh;600;organic-food
Eierteigwaren Spätzle roh;444;organic-food
Eierteigwaren Spätzle Konserve;444;organic-food
Eierteigwaren Spätzle Konserve mikrowellenerwärmt;164;organic-food
Frischeiteigwaren roh;581;organic-food
Vegetarische Ravioli roh;424;organic-food
Vollkornteigwaren roh;622;organic-food
Vollkornteigwaren eifrei roh;622;organic-food
Vollkorneierteigwaren roh;578;organic-food
Vollkornfrischeiteigwaren roh;637;organic-food
Teigwaren besonderer Art roh;527;organic-food
Teigwaren eifrei aus Hartweizengrieß roh;604;nudeln
Schupfnudeln roh;243;nudeln
Semmelknödel roh;359;organic-food
Grießnockerln roh;279;organic-food
Böhmische Knödel roh;385;organic-food
Teigwaren besonderer Art eifrei roh;503;organic-food
Teigwaren glutenfrei;24;organic-food
Sojateigwaren roh;767;soy-sauce
Sojateigwaren Bandnudeln roh;767;organic-food
Eierteigwaren besonderer Art roh;527;organic-food
Eierteigwaren aus Weizen roh;600;organic-food
Frischeiteigwaren besonderer Art roh;584;organic-food
Vollkornteigwaren eifrei besonderer Art roh;603;organic-food
Vollkornteigwaren eifrei aus Weizen roh;622;organic-food
Nudelteig Nudelerzeugnis roh;718;nudeln
Spaghetti Bolognese energiereduziert;428;spaghetti
Suppennudeln Konserve;125;nudeln
Obst;11;organic-food
Obst roh;11;organic-food
Obst Pulpe;11;organic-food
Obst Fruchtsaft;10;organic-food
Obst Fruchtnektar;5;organic-food
Obst Konfitüre;4;kirsche
Mehrfruchtsaft;16;organic-food
Mehrfruchtnektar;8;organic-food
Apfel/Karotten Fruchtsaft;14;organic-food
Pfirsich/Maracuja Fruchtsaft;52;organic-food
Aprikose/Orange Fruchtnektar;13;aprikose
Aprikose/Orange Fruchtsaft;24;organic-food
Fruchtaufstrich;57;organic-food
Fruchtaufstrich Erdbeere;57;organic-food
Fruchtaufstrich Aprikose;57;aprikose
Obstgemüse roh;31;organic-food
Rhabarber;31;kirsche
Rhabarber roh;17;kirsche
Rhabarber Konzentrat;527;kirsche
Rhabarber Fruchtsaft;29;kirsche
Rhabarber Fruchtnektar;7;kirsche
Rhabarber Konfitüre;11;kirsche
Rhabarber Konserve;16;kirsche
Obstmischung;25;organic-food
Obstmischung roh;25;organic-food
Obstmischung Konzentrat;88;organic-food
Obstmischung Fruchtsaft;34;organic-food
Obstmischung Fruchtnektar;17;organic-food
Obstmischung Konfitüre;12;kirsche
Kernobst;11;organic-food
Kernobst roh;11;kirsche
Apfel;11;organic-food
Apfel roh;9;apfel
Apfel Konzentrat;56;apfel
Apfel Fruchtsaft (Ohne Zuckerzusatz);10;apfel
Apfel Fruchtnektar;5;apfel
Apfel Konfitüre;4;apfel
Apfel Fruchtsaft;2;apfel
Birne;18;organic-food
Birne roh;18;organic-food
Birne Konzentrat;98;birne
Birne Fruchtsaft;17;organic-food
Birne Fruchtnektar;9;organic-food
Birne Konfitüre;7;kirsche
Quitte;14;kirsche
Quitte roh;14;kirsche
Quitte Konzentrat;110;kirsche
Quitte Fruchtsaft;14;kirsche
Quitte Fruchtnektar;7;kirsche
Quitte Konfitüre;6;kirsche
Mispel;16;kirsche
Mispel roh;16;kirsche
Mispel Konzentrat;95;kirsche
Mispel Fruchtsaft;16;kirsche
Steinobst;23;organic-food
Steinobst roh;23;organic-food
Aprikose / Marille;37;organic-food
Aprikose roh;37;aprikose
Aprikose Konzentrat;228;aprikose
Aprikose Fruchtsaft;33;aprikose
Aprikose Fruchtnektar;13;aprikose
Aprikose Konfitüre;13;kirsche
Nektarine;28;kirsche
Nektarine roh;28;organic-food
Nektarine Konzentrat;141;kirsche
Nektarine Fruchtsaft;26;kirsche
Nektarine Fruchtnektar;12;kirsche
Nektarine Konfitüre;10;kirsche
Pfirsich;23;kirsche
Pfirsich roh;18;organic-food
Pfirsich Konzentrat;162;pfirsich
Pfirsich Fruchtsaft;22;pfirsich
Pfirsich Fruchtnektar;10;organic-food
Pfirsich Konfitüre;9;jam
Kirschen;18;kirsche
Kirschen roh;18;kirsche
Süßkirsche;18;kirsche
Süßkirsche roh;16;kirsche
Süßkirsche Konzentrat;84;kirsche
Süßkirsche Fruchtsaft;17;kirsche
Süßkirsche Fruchtnektar;7;kirsche
Sauerkirsche;18;kirsche
Sauerkirsche roh;18;kirsche
Sauerkirsche Konzentrat;98;kirsche
Sauerkirsche Fruchtsaft;6;kirsche
Sauerkirsche Fruchtnektar;2;kirsche
Sauerkirsche Konfitüre;11;kirsche
Pflaumen;19;kirsche
Pflaumen roh;19;kirsche
Pflaumen Konzentrat;112;kirsche
Pflaumen Fruchtsaft;18;kirsche
Pflaumen Fruchtnektar;5;kirsche
Pflaumen Konfitüre;10;jam
Rundpflaume roh;19;kirsche
Eierpflaume;19;kirsche
Eierpflaume roh;19;kirsche
Zwetschge;19;kirsche
Zwetschge roh;19;kirsche
Zwetschge Konzentrat;123;kirsche
Zwetschge Fruchtsaft;18;kirsche
Zwetschge Fruchtnektar;5;kirsche
Zwetschge Konfitüre;7;kirsche
Mirabelle;24;kirsche
Mirabelle roh;24;kirsche
Mirabelle Konzentrat;112;kirsche
Mirabelle Fruchtsaft;22;kirsche
Mirabelle Fruchtnektar;7;kirsche
Mirabelle Konfitüre;9;kirsche
Reineclaude;25;kirsche
Reineclaude roh;25;kirsche
Reineclaude Konzentrat;124;kirsche
Reineclaude Fruchtsaft;23;kirsche
Reineclaude Fruchtnektar;7;kirsche
Reineclaude Konfitüre;9;kirsche
Beerenobst;28;organic-food
Beerenobst roh;28;organic-food
Erdbeere;28;organic-food
Erdbeere roh;25;organic-food
Erdbeere Konzentrat;245;organic-food
Erdbeere Fruchtsaft;26;organic-food
Erdbeere Fruchtnektar;10;organic-food
Erdbeerkonfitüre;10;jam
Himbeere;49;organic-food
Himbeere roh;49;organic-food
Himbeere Konzentrat;383;organic-food
Himbeere Fruchtsaft;12;organic-food
Himbeere Fruchtnektar;5;organic-food
Himbeere Konfitüre;17;jam
Brombeere;46;kirsche
Brombeere roh;46;organic-food
Brombeere Konzentrat;307;organic-food
Brombeere Fruchtsaft;42;organic-food
Brombeere Fruchtnektar;17;organic-food
Brombeere Konfitüre;19;jam
Heidelbeere;33;organic-food
Heidelbeere roh;33;organic-food
Heidelbeere Konzentrat;269;organic-food
Heidelbeere Fruchtsaft;32;organic-food
Heidelbeere Fruchtnektar;13;organic-food
Heidelbeere Konfitüre;15;organic-food
Stachelbeere;31;kirsche
Stachelbeere roh;31;organic-food
Stachelbeere Konzentrat;226;organic-food
Stachelbeere Fruchtsaft;29;organic-food
Stachelbeere Fruchtnektar;9;organic-food
Stachelbeere Konfitüre;11;jam
Loganbeere;42;kirsche
Loganbeere roh;42;kirsche
Loganbeere Konzentrat;392;kirsche
Loganbeere Fruchtsaft;39;organic-food
Loganbeere Fruchtnektar;10;kirsche
Loganbeere Konfitüre;15;kirsche
Boysenbeere;19;organic-food
Boysenbeere roh;19;organic-food
Boysenbeere Konzentrat;138;organic-food
Boysenbeere Fruchtsaft;18;organic-food
Boysenbeere Fruchtnektar;5;organic-food
Boysenbeere Konfitüre;7;jam
Weintrauben;17;organic-food
Weintrauben roh;14;organic-food
Weintrauben frittiert (zubereitet ohne Fett);19;organic-food
Weintrauben Konzentrat;73;organic-food
Weintrauben Fruchtsaft;5;organic-food
Weintrauben Fruchtnektar;3;organic-food
Weintraube rot;17;organic-food
Weintraube rot roh;17;organic-food
Weintraube rot Konzentrat;73;organic-food
Weintraube rot Fruchtsaft;16;organic-food
Weintraube rot Fruchtnektar;8;organic-food
Weintraube weiß;17;organic-food
Weintraube weiß roh;17;organic-food
Weintraube weiß Konzentrat;73;organic-food
Weintraube weiß Fruchtsaft;16;organic-food
Weintraube weiß Fruchtnektar;8;organic-food
Heidelbeer-Konfitüre extra;14;jam
Johannisbeeren;43;kirsche
Johannisbeeren roh;43;kirsche
Johannisbeeren Konzentrat;333;kirsche
Johannisbeeren Fruchtsaft;39;organic-food
Johannisbeeren Fruchtnektar;10;kirsche
Johannisbeere rot;43;kirsche
Johannisbeere rot roh;43;kirsche
Johannisbeere rot Konzentrat;333;kirsche
Johannisbeere rot Fruchtsaft;39;kirsche
Johannisbeere rot Fruchtnektar;15;kirsche
Johannisbeere rot Konfitüre;17;kirsche
Johannisbeere weiß;34;kirsche
Johannisbeere weiß roh;34;kirsche
Johannisbeere weiß Konzentrat;218;kirsche
Johannisbeere weiß Fruchtsaft;31;kirsche
Johannisbeere weiß Fruchtnektar;8;organic-food
Johannisbeere weiß Konfitüre;13;kirsche
Johannisbeere schwarz;48;kirsche
Johannisbeere schwarz roh;48;kirsche
Johannisbeere schwarz Konzentrat;303;kirsche
Johannisbeere schwarz Fruchtsaft;44;kirsche
Johannisbeere schwarz Fruchtnektar;16;kirsche
Johannisbeere schwarz Konfitüre;18;kirsche
Maulbeere;49;kirsche
Maulbeere roh;49;kirsche
Maulbeere Konzentrat;297;kirsche
Maulbeere Fruchtsaft;44;organic-food
Maulbeere Fruchtnektar;11;organic-food
Maulbeere Konfitüre;18;kirsche
Wildfrüchte;17;organic-food
Wildfrüchte roh;17;organic-food
Preiselbeere / Kronsbeere;17;organic-food
Preiselbeere roh;17;organic-food
Preiselbeere Konzentrat;144;organic-food
Preiselbeere Fruchtsaft;16;organic-food
Preiselbeere Fruchtnektar;5;organic-food
Preiselbeere Konfitüre;6;jam
Hagebutte;225;kirsche
Hagebutte roh;225;kirsche
Hagebutte Konzentrat;617;kirsche
Hagebutte Konfitüre;29;kirsche
Schlehe;47;kirsche
Schlehe roh;47;kirsche
Schlehe Fruchtsaft;46;kirsche
Vogelbeere /Eberesche;94;kirsche
Vogelbeere roh;94;kirsche
Vogelbeere Konzentrat;283;kirsche
Vogelbeere Konfitüre;35;kirsche
Sanddornbeere;89;kirsche
Sanddornbeere roh;89;organic-food
Sanddornbeere Konzentrat;480;organic-food
Sanddornbeere Fruchtsaft;59;organic-food
Sanddornbeere Fruchtnektar;15;organic-food
Sanddornbeere Konfitüre;33;kirsche
Holunderbeere;158;kirsche
Holunderbeere roh;158;kirsche
Holunderbeere Konzentrat;928;kirsche
Holunderbeere Fruchtsaft;126;organic-food
Holunderbeere Fruchtnektar;50;organic-food
Moosbeere;22;kirsche
Moosbeere roh;22;kirsche
Moosbeere Konzentrat;168;kirsche
Moosbeere Fruchtsaft;21;organic-food
Moosbeere Fruchtnektar;5;organic-food
Torfbeere/Multbeere;22;kirsche
Wald-Erdbeere;28;organic-food
Wald-Erdbeere roh;28;organic-food
Wald-Himbeere;49;organic-food
Wald-Himbeere roh;49;organic-food
Wald-Brombeere;46;organic-food
Wald-Brombeere roh;46;organic-food
Südfrüchte;44;organic-food
Südfrüchte roh;44;organic-food
Ananas;17;organic-food
Ananas roh;17;organic-food
Ananas frittiert (zubereitet ohne Fett);18;fry
Ananas Konzentrat;90;ananas
Ananas Fruchtsaft;15;ananas
Ananas Fruchtnektar;8;ananas
Ananas Konfitüre;6;jam
Avocado;78;vegetarisches-essen
Avocado roh;60;organic-food
Avocado Konzentrat;311;kawaii-french-fries
Avocado Konfitüre;29;jam
Banane;44;bananen-split
Banane roh;34;banane
Banane frittiert (zubereitet ohne Fett);45;fry
Banane Konzentrat;147;banane
Banane Fruchtnektar;10;banane
Banane Konfitüre;17;jam
Dattel;84;kirsche
Dattel roh;84;kirsche
Dattel Konzentrat;91;organic-food
Dattel Fruchtsaft;88;organic-food
Dattel Fruchtnektar;22;organic-food
Feige;36;kirsche
Feige roh;36;organic-food
Feige Konzentrat;171;kirsche
Granatapfel;27;organic-food
Granatapfel roh;27;organic-food
Granatapfel Konzentrat;109;organic-food
Granatapfel Konfitüre;10;organic-food
Kaki/Kakipflaume/Persimone;37;kirsche
Kaki roh;34;kirsche
Kaki Konzentrat;145;kirsche
Kaki Fruchtsaft;31;kirsche
Kaki Fruchtnektar;8;kawaii-ice-cream
Kaki Konfitüre;13;kirsche
Passionsfrucht / Maracuja;91;organic-food
Passionsfrucht roh;91;organic-food
Passionsfrucht Konzentrat;374;organic-food
Passionsfrucht Fruchtsaft;30;organic-food
Passionsfrucht Fruchtnektar;8;organic-food
Passionsfrucht Konfitüre;34;kirsche
Acerola/westindische Kirsche;8;kirsche
Acerola roh;8;kirsche
Acerola Konzentrat;120;kirsche
Acerola Fruchtsaft;7;organic-food
Acerola Fruchtnektar;2;kirsche
Acerola Konfitüre;3;kirsche
Cashewapfel /-birne;38;organic-food
Cashewapfel roh;38;organic-food
Cashewapfel Konzentrat;221;organic-food
Cashewapfel Fruchtnektar;22;organic-food
Cashewapfel Konfitüre;14;kirsche
Guave;3;kirsche
Guave roh;3;kirsche
Guave Konzentrat;26;organic-food
Guave Fruchtsaft;3;organic-food
Guave Fruchtnektar;1;organic-food
Guave Konfitüre;1;kirsche
Kiwi;38;kawaii-egg
Kiwi roh;38;organic-food
Kiwi Konzentrat;194;organic-food
Kiwi Fruchtsaft;35;organic-food
Kiwi Fruchtnektar;9;organic-food
Kiwi Konfitüre;14;jam
Litchi /Litchipflaume;35;organic-food
Litchi roh;35;kirsche
Litchi Konzentrat;140;organic-food
Litchi Fruchtsaft;32;organic-food
Litchi Fruchtnektar;8;organic-food
Litchi Konfitüre;13;kirsche
Mango;24;organic-food
Mango roh;24;mango
Mango Konzentrat;125;mango
Mango Fruchtsaft;22;mango
Mango Fruchtnektar;8;mango
Mango Konfitüre;9;jam
Papaya;20;organic-food
Papaya roh;20;organic-food
Papaya Konzentrat;183;organic-food
Papaya Fruchtsaft;19;organic-food
Papaya Fruchtnektar;5;organic-food
Papaya Konfitüre;7;organic-food
Naranjilla;38;organic-food
Naranjilla roh;38;organic-food
Naranjilla Konzentrat;218;organic-food
Naranjilla Fruchtsaft;34;organic-food
Naranjilla Fruchtnektar;9;organic-food
Naranjilla Konfitüre;14;kirsche
Brotfrucht;101;organic-food
Brotfrucht roh;101;organic-food
Brotfrucht Konzentrat;287;organic-food
Brotfrucht Fruchtsaft;93;organic-food
Brotfrucht Fruchtnektar;23;organic-food
Brotfrucht Konfitüre;37;kirsche
Cherimoya;57;kirsche
Cherimoya roh;57;kirsche
Cherimoya Konzentrat;255;kirsche
Cherimoya Fruchtsaft;55;organic-food
Cherimoya Fruchtnektar;14;kirsche
Cherimoya Konfitüre;21;kirsche
Stachelanone;38;organic-food
Stachelanone roh;38;organic-food
Stachelanone Konzentrat;161;organic-food
Stachelanone Fruchtsaft;34;organic-food
Stachelanone Fruchtnektar;9;organic-food
Stachelanone Konfitüre;14;kirsche
Netzanone;65;kirsche
Netzanone roh;65;kirsche
Netzanone Konzentrat;193;kirsche
Netzanone Fruchtsaft;67;organic-food
Netzanone Fruchtnektar;17;organic-food
Netzanone Konfitüre;24;kirsche
Longane;31;kirsche
Longane roh;31;kirsche
Longane Konzentrat;128;kirsche
Longane Fruchtsaft;29;organic-food
Longane Fruchtnektar;7;organic-food
Longane Konfitüre;11;kirsche
Mispel japanisch /Wollmispel Loquart;21;kirsche
Mispel japanisch roh;21;kirsche
Mispel japanisch Konzentrat;152;kirsche
Mispel japanisch Fruchtsaft;20;organic-food
Mispel japanisch Fruchtnektar;5;organic-food
Mispel japanisch Konfitüre;8;kirsche
Melone;21;organic-food
Melone roh;21;organic-food
Kantalupe;33;kirsche
Kantalupe roh;33;kirsche
Kantalupe Konzentrat;180;organic-food
Kantalupe Fruchtsaft;30;organic-food
Kantalupe Fruchtnektar;8;kirsche
Kantalupe Konfitüre;12;kirsche
Wintermelone;35;organic-food
Wintermelone roh;35;organic-food
Wintermelone Konzentrat;355;organic-food
Wintermelone Fruchtsaft;31;organic-food
Wintermelone Fruchtnektar;8;organic-food
Wintermelone Konfitüre;13;jam
Zuckermelone /Honigmelone;28;melone
Zuckermelone roh;33;melone
Zuckermelone Konzentrat;180;melone
Zuckermelone Fruchtsaft;30;melone
Zuckermelone Fruchtnektar;8;melone
Zuckermelone Konfitüre;12;jam
Wassermelone;21;melone
Wassermelone roh;21;organic-food
Wassermelone frittiert (zubereitet ohne Fett);22;organic-food
Wassermelone Fruchtsaft;19;organic-food
Wassermelone Fruchtnektar;5;organic-food
Mamey-Apfel;20;apfel
Mamey-Apfel roh;20;organic-food
Mamey-Apfel Konzentrat;107;apfel
Mamey-Apfel Fruchtsaft;19;apfel
Mamey-Apfel Fruchtnektar;5;organic-food
Mamey-Apfel Konfitüre;7;kirsche
Surinam-Kirsche;30;kirsche
Surinam-Kirsche roh;30;kirsche
Surinam-Kirsche Konzentrat;198;kirsche
Surinam-Kirsche Fruchtsaft;28;kirsche
Surinam-Kirsche Fruchtnektar;7;kirsche
Surinam-Kirsche Konfitüre;11;kirsche
Kochbanane;50;banane
Kochbanane roh;46;banane
Kochbanane Konzentrat;114;kawaii-french-fries
Kochbanane Fruchtnektar;11;organic-food
Sapote;41;organic-food
Sapote roh;41;organic-food
Sapote Konzentrat;127;kirsche
Sapote Fruchtsaft;39;organic-food
Sapote Fruchtnektar;10;organic-food
Sapote Konfitüre;15;kirsche
Sapotillapfel;20;apfel
Sapotillapfel roh;20;organic-food
Sapotillapfel Konzentrat;72;kirsche
Sapotillapfel Fruchtsaft;19;organic-food
Sapotillapfel Fruchtnektar;5;organic-food
Sapotillapfel Konfitüre;7;kirsche
Jackfrucht;42;organic-food
Jackfrucht roh;42;organic-food
Jackfrucht Konzentrat;171;organic-food
Jackfrucht Fruchtsaft;39;organic-food
Jackfrucht Fruchtnektar;10;organic-food
Jackfrucht Konfitüre;15;kirsche
Jujube;53;kirsche
Jujube roh;53;kirsche
Jujube  Konzentrat;149;kirsche
Jujube Fruchtsaft;50;organic-food
Jujube Fruchtnektar;13;kirsche
Jujube Konfitüre;20;kirsche
Kapstachelbeere;88;kirsche
Kapstachelbeere roh;88;organic-food
Kapstachelbeere Konzentrat;350;stachelannone
Kapstachelbeere Fruchtsaft;80;organic-food
Kapstachelbeere Fruchtnektar;20;stachelannone
Kapstachelbeere Marmelade;32;jam
Baumstachelbeere;47;kirsche
Baumstachelbeere (Sternfrucht) roh;47;organic-food
Baumstachelbeere Konzentrat;512;organic-food
Baumstachelbeere Fruchtsaft;43;organic-food
Baumstachelbeere Fruchtnektar;11;stachelannone
Baumstachelbeere Konfitüre;17;kirsche
Erdkirsche;73;kirsche
Erdkirsche roh;73;kirsche
Erdkirsche Konzentrat;440;kirsche
Erdkirsche Fruchtsaft;68;kirsche
Erdkirsche Fruchtnektar;17;kirsche
Erdkirsche Konfitüre;27;kirsche
Kaktusfeige;38;organic-food
Kaktusfeige roh;38;organic-food
Kaktusfeige Konzentrat;323;organic-food
Kaktusfeige Fruchtsaft;35;organic-food
Kaktusfeige Fruchtnektar;9;organic-food
Kaktusfeige Konfitüre;14;organic-food
Jambuse;23;kirsche
Jambuse roh;23;kirsche
Jambuse Konzentrat;203;kirsche
Jambuse Fruchtsaft;22;organic-food
Jambuse Fruchtnektar;6;kirsche
Jambuse Konfitüre;8;kirsche
Akee;189;kirsche
Akee roh;189;kirsche
Akee Konzentrat;448;kirsche
Akee Fruchtsaft;180;organic-food
Akee Fruchtnektar;45;kirsche
Akee Konfitüre;70;kirsche
Rambutan roh;38;organic-food
Carissa;16;kirsche
Carissa roh;16;kirsche
Carissa Konzentrat;62;organic-food
Carissa Fruchtsaft;15;organic-food
Carissa Fruchtnektar;4;kirsche
Carissa Konfitüre;6;kirsche
Durian;103;durian
Durian roh;103;durian
Durian Konzentrat;224;durian
Durian Fruchtsaft;99;durian
Durian Fruchtnektar;25;durian
Durian Konfitüre;38;durian
Feijoa;38;organic-food
Feijoa roh;38;kirsche
Mangostane;23;mango
Mangostane roh;23;mango
Mangostane Konzentrat;99;mango
Mangostane Fruchtsaft;21;mango
Mangostane Fruchtnektar;5;mango
Mangostane Konfitüre;8;mango
Guave klein;2;kirsche
Guave klein roh;2;kirsche
Guave klein Konzentrat;11;kirsche
Guave klein Fruchtsaft;2;organic-food
Guave klein Fruchtnektar;1;kirsche
Guave klein Konfitüre;1;kirsche
Tamarillo;65;kirsche
Tamarillo roh;65;kirsche
Tamarillo Konzentrat;331;organic-food
Tamarillo Fruchtsaft;59;organic-food
Tamarillo Fruchtnektar;15;organic-food
Tamarillo Konfitüre;24;kirsche
Purpurgrenadilla;83;organic-food
Purpurgrenadilla roh;83;organic-food
Purpurgrenadilla Konzentrat;247;organic-food
Purpurgrenadilla Fruchtsaft;77;organic-food
Purpurgrenadilla Fruchtnektar;19;organic-food
Purpurgrenadilla Konfitüre;31;kirsche
Jabotikaba;20;organic-food
Jabotikaba roh;20;kirsche
Jabotikaba Konzentrat;89;kirsche
Jabotikaba Fruchtsaft;19;organic-food
Jabotikaba Fruchtnektar;5;kirsche
Jabotikaba Konfitüre;7;kirsche
Sternfrucht roh;47;kirsche
Banane Pulpe;44;banane
Zitrusfrüchte;27;citrus
Zitrusfrüchte roh;27;citrus
Zitrone;31;citrus
Zitrone roh;25;organic-food
Zitrone Konzentrat;214;organic-food
Zitrone Fruchtsaft;29;organic-food
Zitrone Fruchtnektar;10;organic-food
Limette;22;organic-food
Limette roh;22;lime
Limette Konzentrat;148;lime
Limette Fruchtsaft;17;organic-food
Limette Fruchtnektar;6;organic-food
Orange / Apfelsine;27;apfel
Orange roh;20;organic-food
Orange Konzentrat;64;organic-food
Orange Fruchtsaft;8;organic-food
Orange Fruchtnektar;9;organic-food
Orange Konfitüre;9;kirsche
Grapefruit;15;organic-food
Grapefruit roh;10;organic-food
Grapefruit Konzentrat;92;organic-food
Grapefruit Fruchtsaft;14;organic-food
Grapefruit Fruchtnektar;7;organic-food
Grapefruit Konfitüre;6;organic-food
Pampelmuse;30;kirsche
Pampelmuse roh;30;kirsche
Pampelmuse Konzentrat;186;organic-food
Pampelmuse Fruchtsaft;28;organic-food
Pampelmuse Fruchtnektar;14;organic-food
Mandarine;30;kirsche
Mandarine roh;25;kirsche
Mandarine Konzentrat;169;organic-food
Mandarine Fruchtsaft;39;organic-food
Mandarine Fruchtnektar;20;kirsche
Mandarine Konfitüre;11;kirsche
Clementine;28;kirsche
Clementine roh;28;organic-food
Clementine Konzentrat;172;organic-food
Clementine Fruchtsaft;26;organic-food
Clementine Fruchtnektar;13;organic-food
Clementine Konfitüre;10;kirsche
Satsuma;30;kirsche
Satsuma roh;30;kirsche
Satsuma Konzentrat;180;kirsche
Satsuma Fruchtsaft;28;organic-food
Satsuma Fruchtnektar;14;organic-food
Satsuma Konfitüre;11;kirsche
Tangerine;32;kirsche
Tangerine roh;32;kirsche
Tangerine Konzentrat;198;organic-food
Tangerine Fruchtsaft;30;organic-food
Tangerine Fruchtnektar;15;organic-food
Tangerine Konfitüre;12;kirsche
Kumquat;26;kirsche
Kumquat roh;26;kirsche
Kumquat Konzentrat;111;organic-food
Kumquat Fruchtsaft;25;organic-food
Kumquat Fruchtnektar;13;kawaii-ice-cream
Kumquat Konfitüre;10;jam
Orange Pulpe;27;organic-food
Diabetikererzeugnisse;5;organic-food
Konserve Kompott/Mus für Diabetiker;5;organic-food
Fruchtschnitten;218;organic-food
