name,phe,keyword
Sauerkirsche Konzentrat,98,kirsche
Sauerkirsche Fruchtsaft,6,kirsche
Sauerkirsche Fruchtnektar,2,kirsche
Sauerkirsche Konfitüre,11,kirsche
Pflaumen,19,kirsche
Pflaumen roh,19,kirsche
Pflaumen Konzentrat,112,kirsche
Pflaumen Fruchtsaft,18,kirsche
Pflaumen Fruchtnektar,5,kirsche
Pflaumen Konfitüre,10,jam
Rundpflaume roh,19,kirsche
Eierpflaume,19,kirsche
Eierpflaume roh,19,kirsche
Zwetschge,19,kirsche
Zwetschge roh,19,kirsche
Zwetschge Konzentrat,123,kirsche
Zwetschge Fruchtsaft,18,kirsche
Zwetschge Fruchtnektar,5,kirsche
Zwetschge Konfitüre,7,kirsche
Mirabelle,24,kirsche
Mirabelle roh,24,kirsche
Mirabelle Konzentrat,112,kirsche
Mirabelle Fruchtsaft,22,kirsche
Mirabelle Fruchtnektar,7,kirsche
Mirabelle Konfitüre,9,kirsche
Reineclaude,25,kirsche
Reineclaude roh,25,kirsche
Reineclaude Konzentrat,124,kirsche
Reineclaude Fruchtsaft,23,kirsche
Reineclaude Fruchtnektar,7,kirsche
Reineclaude Konfitüre,9,kirsche
Beerenobst,28,organic-food
Beerenobst roh,28,organic-food
Erdbeere,28,organic-food
Erdbeere roh,25,organic-food
Erdbeere Konzentrat,245,organic-food
Erdbeere Fruchtsaft,26,organic-food
Erdbeere Fruchtnektar,10,organic-food
Erdbeerkonfitüre,10,jam
Himbeere,49,organic-food
Himbeere roh,49,organic-food
Himbeere Konzentrat,383,organic-food
Himbeere Fruchtsaft,12,organic-food
Himbeere Fruchtnektar,5,organic-food
Himbeere Konfitüre,17,jam
Brombeere,46,kirsche
Brombeere roh,46,organic-food
Brombeere Konzentrat,307,organic-food
Brombeere Fruchtsaft,42,organic-food
Brombeere Fruchtnektar,17,organic-food
Brombeere Konfitüre,19,jam
Heidelbeere,33,organic-food
Heidelbeere roh,33,organic-food
Heidelbeere Konzentrat,269,organic-food
Heidelbeere Fruchtsaft,32,organic-food
Heidelbeere Fruchtnektar,13,organic-food
Heidelbeere Konfitüre,15,organic-food
Stachelbeere,31,kirsche
Stachelbeere roh,31,organic-food
Stachelbeere Konzentrat,226,organic-food
Stachelbeere Fruchtsaft,29,organic-food
Stachelbeere Fruchtnektar,9,organic-food
Stachelbeere Konfitüre,11,jam
Loganbeere,42,kirsche
Loganbeere roh,42,kirsche
Loganbeere Konzentrat,392,kirsche
Loganbeere Fruchtsaft,39,organic-food
Loganbeere Fruchtnektar,10,kirsche
Loganbeere Konfitüre,15,kirsche
Boysenbeere,19,organic-food
Boysenbeere roh,19,organic-food
Boysenbeere Konzentrat,138,organic-food
Boysenbeere Fruchtsaft,18,organic-food
Boysenbeere Fruchtnektar,5,organic-food
Boysenbeere Konfitüre,7,jam
Weintrauben,17,organic-food
Weintrauben roh,14,organic-food
Weintrauben frittiert (zubereitet ohne Fett),19,organic-food
Weintrauben Konzentrat,73,organic-food
Weintrauben Fruchtsaft,5,organic-food
Weintrauben Fruchtnektar,3,organic-food
Weintraube rot,17,organic-food
Weintraube rot roh,17,organic-food
Weintraube rot Konzentrat,73,organic-food
Weintraube rot Fruchtsaft,16,organic-food
Weintraube rot Fruchtnektar,8,organic-food
Weintraube weiß,17,organic-food
Weintraube weiß roh,17,organic-food
Weintraube weiß Konzentrat,73,organic-food
Weintraube weiß Fruchtsaft,16,organic-food
Weintraube weiß Fruchtnektar,8,organic-food
Heidelbeer-Konfitüre extra,14,jam
Johannisbeeren,43,kirsche
Johannisbeeren roh,43,kirsche
Johannisbeeren Konzentrat,333,kirsche
Johannisbeeren Fruchtsaft,39,organic-food
Johannisbeeren Fruchtnektar,10,kirsche
Johannisbeere rot,43,kirsche
Johannisbeere rot roh,43,kirsche
Johannisbeere rot Konzentrat,333,kirsche
Johannisbeere rot Fruchtsaft,39,kirsche
Johannisbeere rot Fruchtnektar,15,kirsche
Johannisbeere rot Konfitüre,17,kirsche
Johannisbeere weiß,34,kirsche
Johannisbeere weiß roh,34,kirsche
Johannisbeere weiß Konzentrat,218,kirsche
Johannisbeere weiß Fruchtsaft,31,kirsche
Johannisbeere weiß Fruchtnektar,8,organic-food
Johannisbeere weiß Konfitüre,13,kirsche
Johannisbeere schwarz,48,kirsche
Johannisbeere schwarz roh,48,kirsche
Johannisbeere schwarz Konzentrat,303,kirsche
Johannisbeere schwarz Fruchtsaft,44,kirsche
Johannisbeere schwarz Fruchtnektar,16,kirsche
Johannisbeere schwarz Konfitüre,18,kirsche
Maulbeere,49,kirsche
Maulbeere roh,49,kirsche
Maulbeere Konzentrat,297,kirsche
Maulbeere Fruchtsaft,44,organic-food
Maulbeere Fruchtnektar,11,organic-food
Maulbeere Konfitüre,18,kirsche
Wildfrüchte,17,organic-food
Wildfrüchte roh,17,organic-food
Preiselbeere / Kronsbeere,17,organic-food
Preiselbeere roh,17,organic-food
Preiselbeere Konzentrat,144,organic-food
Preiselbeere Fruchtsaft,16,organic-food
Preiselbeere Fruchtnektar,5,organic-food
Preiselbeere Konfitüre,6,jam
Hagebutte,225,kirsche
Hagebutte roh,225,kirsche
Hagebutte Konzentrat,617,kirsche
Hagebutte Konfitüre,29,kirsche
Schlehe,47,kirsche
Schlehe roh,47,kirsche
Schlehe Fruchtsaft,46,kirsche
Vogelbeere /Eberesche,94,kirsche
Vogelbeere roh,94,kirsche
Vogelbeere Konzentrat,283,kirsche
Vogelbeere Konfitüre,35,kirsche
Sanddornbeere,89,kirsche
Sanddornbeere roh,89,organic-food
Sanddornbeere Konzentrat,480,organic-food
Sanddornbeere Fruchtsaft,59,organic-food
Sanddornbeere Fruchtnektar,15,organic-food
Sanddornbeere Konfitüre,33,kirsche
Holunderbeere,158,kirsche
Holunderbeere roh,158,kirsche
Holunderbeere Konzentrat,928,kirsche
Holunderbeere Fruchtsaft,126,organic-food
Holunderbeere Fruchtnektar,50,organic-food
Moosbeere,22,kirsche
Moosbeere roh,22,kirsche
Moosbeere Konzentrat,168,kirsche
Moosbeere Fruchtsaft,21,organic-food
Moosbeere Fruchtnektar,5,organic-food
Torfbeere/Multbeere,22,kirsche
Wald-Erdbeere,28,organic-food
Wald-Erdbeere roh,28,organic-food
Wald-Himbeere,49,organic-food
Wald-Himbeere roh,49,organic-food
Wald-Brombeere,46,organic-food
Wald-Brombeere roh,46,organic-food
Südfrüchte,44,organic-food
Südfrüchte roh,44,organic-food
Ananas,17,organic-food
Ananas roh,17,organic-food
Ananas frittiert (zubereitet ohne Fett),18,fry
Ananas Konzentrat,90,ananas
Ananas Fruchtsaft,15,ananas
Ananas Fruchtnektar,8,ananas
Ananas Konfitüre,6,jam
Avocado,78,vegetarisches-essen
Avocado roh,60,organic-food
Avocado Konzentrat,311,kawaii-french-fries
Avocado Konfitüre,29,jam
Banane,44,bananen-split
Banane roh,34,banane
Banane frittiert (zubereitet ohne Fett),45,fry
Banane Konzentrat,147,banane
Banane Fruchtnektar,10,banane
Banane Konfitüre,17,jam
Dattel,84,kirsche
Dattel roh,84,kirsche
Dattel Konzentrat,91,organic-food
Dattel Fruchtsaft,88,organic-food
Dattel Fruchtnektar,22,organic-food
Feige,36,kirsche
Feige roh,36,organic-food
Feige Konzentrat,171,kirsche
Granatapfel,27,organic-food
Granatapfel roh,27,organic-food
Granatapfel Konzentrat,109,organic-food
Granatapfel Konfitüre,10,organic-food
Kaki/Kakipflaume/Persimone,37,kirsche
Kaki roh,34,kirsche
Kaki Konzentrat,145,kirsche
Kaki Fruchtsaft,31,kirsche
Kaki Fruchtnektar,8,kawaii-ice-cream
Kaki Konfitüre,13,kirsche
Passionsfrucht / Maracuja,91,organic-food
Passionsfrucht roh,91,organic-food
Passionsfrucht Konzentrat,374,organic-food
Passionsfrucht Fruchtsaft,30,organic-food
Passionsfrucht Fruchtnektar,8,organic-food
Passionsfrucht Konfitüre,34,kirsche
Acerola/westindische Kirsche,8,kirsche
Acerola roh,8,kirsche
Acerola Konzentrat,120,kirsche
Acerola Fruchtsaft,7,organic-food
Acerola Fruchtnektar,2,kirsche
Acerola Konfitüre,3,kirsche
Cashewapfel /-birne,38,organic-food
Cashewapfel roh,38,organic-food
Cashewapfel Konzentrat,221,organic-food
Cashewapfel Fruchtnektar,22,organic-food
Cashewapfel Konfitüre,14,kirsche
Guave,3,kirsche
Guave roh,3,kirsche
Guave Konzentrat,26,organic-food
Guave Fruchtsaft,3,organic-food
Guave Fruchtnektar,1,organic-food
Guave Konfitüre,1,kirsche
Kiwi,38,kawaii-egg
Kiwi roh,38,organic-food
Kiwi Konzentrat,194,organic-food
Kiwi Fruchtsaft,35,organic-food
Kiwi Fruchtnektar,9,organic-food
Kiwi Konfitüre,14,jam
Litchi /Litchipflaume,35,organic-food
Litchi roh,35,kirsche
Litchi Konzentrat,140,organic-food
Litchi Fruchtsaft,32,organic-food
Litchi Fruchtnektar,8,organic-food
Litchi Konfitüre,13,kirsche
Mango,24,organic-food
Mango roh,24,mango
Mango Konzentrat,125,mango
Mango Fruchtsaft,22,mango
Mango Fruchtnektar,8,mango
Mango Konfitüre,9,jam
Papaya,20,organic-food
Papaya roh,20,organic-food
Papaya Konzentrat,183,organic-food
Papaya Fruchtsaft,19,organic-food
Papaya Fruchtnektar,5,organic-food
Papaya Konfitüre,7,organic-food
Naranjilla,38,organic-food
Naranjilla roh,38,organic-food
Naranjilla Konzentrat,218,organic-food
Naranjilla Fruchtsaft,34,organic-food
Naranjilla Fruchtnektar,9,organic-food
Naranjilla Konfitüre,14,kirsche
Brotfrucht,101,organic-food
Brotfrucht roh,101,organic-food
Brotfrucht Konzentrat,287,organic-food
Brotfrucht Fruchtsaft,93,organic-food
Brotfrucht Fruchtnektar,23,organic-food
Brotfrucht Konfitüre,37,kirsche
Cherimoya,57,kirsche
Cherimoya roh,57,kirsche
Cherimoya Konzentrat,255,kirsche
Cherimoya Fruchtsaft,55,organic-food
Cherimoya Fruchtnektar,14,kirsche
Cherimoya Konfitüre,21,kirsche
Stachelanone,38,organic-food
Stachelanone roh,38,organic-food
Stachelanone Konzentrat,161,organic-food
Stachelanone Fruchtsaft,34,organic-food
Stachelanone Fruchtnektar,9,organic-food
Stachelanone Konfitüre,14,kirsche
Netzanone,65,kirsche
Netzanone roh,65,kirsche
Netzanone Konzentrat,193,kirsche
Netzanone Fruchtsaft,67,organic-food
Netzanone Fruchtnektar,17,organic-food
Netzanone Konfitüre,24,kirsche
Longane,31,kirsche
Longane roh,31,kirsche
Longane Konzentrat,128,kirsche
Longane Fruchtsaft,29,organic-food
Longane Fruchtnektar,7,organic-food
Longane Konfitüre,11,kirsche
Mispel japanisch /Wollmispel Loquart,21,kirsche
Mispel japanisch roh,21,kirsche
Mispel japanisch Konzentrat,152,kirsche
Mispel japanisch Fruchtsaft,20,organic-food
Mispel japanisch Fruchtnektar,5,organic-food
Mispel japanisch Konfitüre,8,kirsche
Melone,21,organic-food
Melone roh,21,organic-food
Kantalupe,33,kirsche
Kantalupe roh,33,kirsche
Kantalupe Konzentrat,180,organic-food
Kantalupe Fruchtsaft,30,organic-food
Kantalupe Fruchtnektar,8,kirsche
Kantalupe Konfitüre,12,kirsche
Wintermelone,35,organic-food
Wintermelone roh,35,organic-food
Wintermelone Konzentrat,355,organic-food
Wintermelone Fruchtsaft,31,organic-food
Wintermelone Fruchtnektar,8,organic-food
Wintermelone Konfitüre,13,jam
Zuckermelone /Honigmelone,28,melone
Zuckermelone roh,33,melone
Zuckermelone Konzentrat,180,melone
Zuckermelone Fruchtsaft,30,melone
Zuckermelone Fruchtnektar,8,melone
Zuckermelone Konfitüre,12,jam
Wassermelone,21,melone
Wassermelone roh,21,organic-food
Wassermelone frittiert (zubereitet ohne Fett),22,organic-food
Wassermelone Fruchtsaft,19,organic-food
Wassermelone Fruchtnektar,5,organic-food
Mamey-Apfel,20,apfel
Mamey-Apfel roh,20,organic-food
Mamey-Apfel Konzentrat,107,apfel
Mamey-Apfel Fruchtsaft,19,apfel
Mamey-Apfel Fruchtnektar,5,organic-food
Mamey-Apfel Konfitüre,7,kirsche
Surinam-Kirsche,30,kirsche
Surinam-Kirsche roh,30,kirsche
Surinam-Kirsche Konzentrat,198,kirsche
Surinam-Kirsche Fruchtsaft,28,kirsche
Surinam-Kirsche Fruchtnektar,7,kirsche
Surinam-Kirsche Konfitüre,11,kirsche
Kochbanane,50,banane
Kochbanane roh,46,banane
Kochbanane Konzentrat,114,kawaii-french-fries
Kochbanane Fruchtnektar,11,organic-food
Sapote,41,organic-food
Sapote roh,41,organic-food
Sapote Konzentrat,127,kirsche
Sapote Fruchtsaft,39,organic-food
Sapote Fruchtnektar,10,organic-food
Sapote Konfitüre,15,kirsche
Sapotillapfel,20,apfel
Sapotillapfel roh,20,organic-food
Sapotillapfel Konzentrat,72,kirsche
Sapotillapfel Fruchtsaft,19,organic-food
Sapotillapfel Fruchtnektar,5,organic-food
Sapotillapfel Konfitüre,7,kirsche
Jackfrucht,42,organic-food
Jackfrucht roh,42,organic-food
Jackfrucht Konzentrat,171,organic-food
Jackfrucht Fruchtsaft,39,organic-food
Jackfrucht Fruchtnektar,10,organic-food
Jackfrucht Konfitüre,15,kirsche
Jujube,53,kirsche
Jujube roh,53,kirsche
Jujube  Konzentrat,149,kirsche
Jujube Fruchtsaft,50,organic-food
Jujube Fruchtnektar,13,kirsche
Jujube Konfitüre,20,kirsche
Kapstachelbeere,88,kirsche
Kapstachelbeere roh,88,organic-food
Kapstachelbeere Konzentrat,350,stachelannone
Kapstachelbeere Fruchtsaft,80,organic-food
Kapstachelbeere Fruchtnektar,20,stachelannone
Kapstachelbeere Marmelade,32,jam
Baumstachelbeere,47,kirsche
Baumstachelbeere (Sternfrucht) roh,47,organic-food
Baumstachelbeere Konzentrat,512,organic-food
Baumstachelbeere Fruchtsaft,43,organic-food
Baumstachelbeere Fruchtnektar,11,stachelannone
Baumstachelbeere Konfitüre,17,kirsche
Erdkirsche,73,kirsche
Erdkirsche roh,73,kirsche
Erdkirsche Konzentrat,440,kirsche
Erdkirsche Fruchtsaft,68,kirsche
Erdkirsche Fruchtnektar,17,kirsche
Erdkirsche Konfitüre,27,kirsche
Kaktusfeige,38,organic-food
Kaktusfeige roh,38,organic-food
Kaktusfeige Konzentrat,323,organic-food
Kaktusfeige Fruchtsaft,35,organic-food
Kaktusfeige Fruchtnektar,9,organic-food
Kaktusfeige Konfitüre,14,organic-food
Jambuse,23,kirsche
Jambuse roh,23,kirsche
Jambuse Konzentrat,203,kirsche
Jambuse Fruchtsaft,22,organic-food
