name;phe;emoji
Lamm, Schulter, Arm, mager und fett trennbar, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten;995;🌱
Lamm, Schulter, Blatt, trennbar nur mager, auf 1/4 Fett getrimmt, nach Wahl, gekocht, geschmort;1317;🌱
Lamm, Schulter, Blatt, mager und fett trennbar, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten;94;🌱
Lamm, Schulter, Blatt, trennbar nur mager, auf 1/4 Fett getrimmt, Wahl, roh;785;🌱
Lamm, Schulter, ganz (Arm und Blatt), trennbar mager und fett, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten;994;🌱
Lamm, Rippe, mager und fett trennbar, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten;901;🌱
Lamm, Schulter, ganz (Arm und Blatt), trennbar mager und fett, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten;916;🌱
Lamm, Schulter, ganz (Arm und Blatt), trennbar nur mager, auf 1/4 Fett getrimmt, nach Wahl, gekocht, geschmort;1336;🌱
Lamm, Rippe, mager und fett trennbar, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten;86;🌱
Lamm, Schulter, ganz (Arm und Blatt), trennbar nur mager, auf 1/4 Fett getrimmt, Auswahl, roh;796;🍖
Lamm, Lende, trennbar nur mager, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten;1083;🍖
Lamm, Rippe, mager und fett trennbar, auf 1/4 Fett getrimmt, Wahl, roh;591;🌱
Lamm, Keule, Lendenhälfte, mager und fett trennbar, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten;1003;🌱
Lamm, Keule, Lendenhälfte, trennbar nur mager, auf 1/4 Fett getrimmt, Wahl, roh;837;🌱
Lamm, Lende, mager und fett trennbar, auf 1/4 Fett getrimmt, Wahl, roh;664;🌱
Lamm, Keule, Haxenhälfte, mager und fett trennbar, auf 1/4 Fett getrimmt, Wahl, roh;756;🌱
Lamm, Keule, Lendenhälfte, nur mager trennbar, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten;1154;🍖
Lamm, zusammengesetzt aus getrimmten Handelsteilstücken, trennbares Fett, auf 1/4 Fett getrimmt, Wahl, roh;271;🍖
Lamm, Keule, ganz (Haxe und Roastbeef), mager und fett trennbar, auf 1/4 Fett getrimmt, Wahl, roh;729;🌱
Lamm, Keule, ganz (Hüfte und Roastbeef), nur mager trennbar, auf 1/4 Fett getrimmt, Auswahl, roh;837;🍖
Lamm, Keule, ganz (Haxe und Roastbeef), mageres Teil, nur auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten;1152;🌱
Lamm, zusammengesetzt aus getrimmten Handelsteilen, trennbares Fett, auf 1/4 Fett getrimmt, nach Wahl, gekocht;495;🌱
Lamm, Keule, ganz (Haxe und Roastbeef), mager und fett trennbar, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten;104;🍖
Lamm, zusammengesetzt aus getrimmten Einzelhandelsstücken, nur mager trennbar, auf 1/4 Fett getrimmt, nach Wahl, gekocht;1149;🌱
Tofu, getrocknet-gefroren (koyadofu), zubereitet mit Calciumsulfat;2334;🍱
Sojaproteinisolat, Kaliumtyp;4593;🍚
Tofu, gesalzen und fermentiert (Fuyu), zubereitet mit Calciumsulfat;431;🍢
Tofu, gebraten, zubereitet mit Calciumsulfat;91;🍱
Lamm, zusammengesetzt aus getrimmten Einzelhandelsstücken, nur mager trennbar, auf 1/4 Fett getrimmt, Auswahl, roh;826;🌱
Sojabohnen, reife Samen, geröstet, ohne Salzzusatz;1838;🌱
Gartenbohnen, reife Samen, gekocht, gekocht, mit Salz;484;🌱
Sojaproteinkonzentrat, hergestellt durch Säurewäsche;3278;🍚
Sojabohnen, reife Samen, gekocht, gekocht, mit Salz;869;🍚
Sojamilch, Schokolade, mit zugesetztem Calcium, Vitamin A und D;79;🌱
Gekühlte Bohnen, Konserven, traditionell, natriumreduziert;294;🌮
Erdnussbutter, glatt (einschließlich Lebensmittel für das Food Distribution Program des USDA);1187;🥜
Tofu, extra fest, zubereitet mit Nigari;482;🍱
MORI-NU, Tofu, seidig, weich;303;🌱
Tofu, hart, zubereitet mit Nigari;671;🍱
Sojamilch, Schokolade, nicht angereichert;113;🍫
Bohnen, Pinto, Konserven, abgetropfte Feststoffe;36;🍽
Geflügelte Bohnen, reife Samen, roh;1429;🌱
Linsen, rosa oder rot, roh;123;🍛
Bohnen, Niere, rote, reife Samen, Konserven, abgetropfte Feststoffe;471;🌱
Veggie-Burger oder Sojaburger, unvorbereitet;885;🍔
Tofu, gesalzen und fermentiert (fuyu);397;🍢
Gartenbohnen, reife Samen, gekocht, gekocht, ohne Salz;484;🌱
Gartenbohnen, reife Samen, roh;1421;🌱
Sojasauce aus Soja (Tamari);534;🍚
Sojasauce aus Soja und Weizen (Shoyu);353;🍚
Tempeh;893;🍱
Sojaproteinisolat;4593;🍱
Sojabohnen, reif gekocht, gekocht, ohne Salz;869;🍵
Sojabohnen, reife Samen, roh;2122;🌱
Sojamehl, entfettet;2453;🌱
Sojamehl, vollfett, roh;1802;🌱
Sojamehl, vollfett, geröstet;1816;🌱
Erdnussbutter, glatte Art, mit Salz (einschließlich Lebensmittel für das Lebensmittelverteilungsprogramm des USDA);1202;🥜
Fleischverlängerer;2182;🍖
Erdnussmehl, entfettet;2705;🥜
Wurst, fleischlos;1061;🍖
Erdnüsse, alle Arten, trocken geröstet, mit Salz;1227;🌱
Erdnüsse, spanisch, roh;1356;🥜
Erdnussbutter nach Chunk-Art mit Salz;1185;🥜
Erdnüsse, alle Arten, in Öl geröstet, mit Salz;1427;🌱
Erdnüsse, Virginia, in Öl geröstet, mit Salz;1341;🌱
Erdnüsse, alle Arten, gekocht, gekocht, mit Salz;7;🥜
Mungobohnen, reife Samen, gekocht, gekocht, ohne Salz;425;🌱
Limabohnen, dünnkörnig (Baby), reife Samen, roh;1188;🌱
Mungobohnen, reife Samen, roh;1473;🌱
Limabohnen, große, reife Samen, in Dosen;284;🌱
Nudeln, Chinesisch, Zellophan oder Langreis (Mungbohnen), dehydriert;1;🍜
Mungobohnen, reife Samen, roh;1443;🌱
Limabohnen, große, reife Samen, roh;1236;🌱
Limabohnen, große, reife Samen, gekocht, gekocht, ohne Salz;449;🌱
Fisch, Gelbschwanz, gemischte Arten, gekocht, trockene Hitze;1158;🐟
Mollusken, Oktopus, gemeinsame, gekochte, feuchte Hitze;1069;🐙
Mollusken, Austern, Pazifik, gekocht, feuchte Hitze;677;🍤
Fisch, Roughy, Orange, gekocht, trockene Hitze;869;🐟
Fisch, vor Ort, gekocht, trockene Hitze;926;🐟
Fisch, Scup, gekocht, trockene Hitze;945;🐟
Fisch, Felchen, gemischte Arten, gekocht, trockene Hitze;955;🐟
Fisch, Sablefish, gekocht, trockene Hitze;671;🐟
Fisch, Meerforelle, gemischte Arten, gekocht, trockene Hitze;838;🌱
Fisch, Shad, amerikanisch, gekocht, trockene Hitze;847;🐟
Fisch, Steinbeißer, Atlantik, gekocht, trockene Hitze;876;🌱
Fisch, Steinbutt, europäisch, gekocht, trockene Hitze;803;🌱
Fisch, Rogen, gemischte Arten, gekocht, trockene Hitze;1401;🐟
Fisch, Lengdorsch, gekocht, trockene Hitze;884;🐟
Fisch, Makrele, König, gekocht, trockene Hitze;1015;🐟
Fisch, Heilbutt, Grönland, gekocht, trockene Hitze;719;🌱
Fisch, Leng, gekocht, trockene Hitze;95;🐟
Fisch, Seelachs, Atlantik, gekocht, trockene Hitze;973;🐟
Fisch, Schmollmund, Meer, gekocht, trockene Hitze;833;🐟
Fisch, Hering, Pazifik, gekocht, trockene Hitze;82;🌱
Fisch, Butterfisch, gekocht, trockene Hitze;865;🌱
Fisch, Lachs, Sockeye, Konserven, ohne Salz, abgetropfte Feststoffe mit Knochen;799;🌱
Fisch, Quappe, gekocht, trockene Hitze;966;🐟
Fisch, Lachs, rosa, in Dosen, ohne Salz, Feststoffe mit Knochen und Flüssigkeit;772;🌱
Fisch, Bluefish, gekocht, trockene Hitze;1003;🐟
Fisch, Barsch, gestreift, gekocht, trockene Hitze;887;🐟
Fisch, Thunfisch, hell, in Öl eingelegt, ohne Salz, abgetropfte Feststoffe;1137;🐟
Mollusken, Tintenfische, gemischte Arten, roh;558;🌱
Fisch, Lachs, Kumpel, Konserven, ohne Salz, abgetropfte Feststoffe mit Knochen;837;🐟
Weichtiere, Jakobsmuscheln, gemischte Arten, roh;351;🌱
Mollusken, Oktopus, gemein, roh;534;🐙
Mollusken, Auster, Pazifik, roh;339;🌱
Mollusken, Jakobsmuscheln, gemischte Arten, Nachahmung, aus Surimi;501;🌱
Weichtiere, Jakobsmuscheln, gemischte Arten, gekocht, paniert und gebraten;687;🌱
Mollusken, Muscheln, blau, gekocht, feuchte Hitze;853;🐚
Mollusken, Muscheln, gemischte Arten, roh;56;🌱
Weichtiere, Muschel, blau, roh;426;🌱
Mollusken, Tintenfische, gemischte Arten, roh;582;🐙
Mollusken, Abalone, gemischte Arten, gekocht, gebraten;715;🌱
Mollusken, Abalone, gemischte Arten, roh;613;🌱
Krebstiere, Garnelen, gemischte Arten, roh (kann Zusätze enthalten, um Feuchtigkeit zu speichern);593;🍤
Krebstiere, Hummer, nördliche, gekochte, feuchte Hitze;782;🦞
Krebstiere, Langusten, gemischte Arten, roh;87;🦞
Krebstiere, Hummer, Nord, roh;68;🦞
Krebstiere, Krebse, gemischte Arten, wild, roh;672;🦀
Krebstiere, Krabben, Alaska King, Nachahmung, aus Surimi;26;🦀
Krebstiere, Flusskrebse, gemischte Arten, wild, gekocht, feuchte Hitze;706;🦀
Krebstiere, Krabben, blau, roh;763;🦀
Krebstiere, Krabben, blau, gekocht, feuchte Hitze;708;🦀
Krebstiere, Krabben, Alaska King, gekocht, feuchte Hitze;817;🦀
Fisch, Heilbutt, Atlantik und Pazifik, roh;813;🐟
Fisch, Schellfisch, geräuchert;985;🐟
Fisch, Schellfisch, gekocht, trockene Hitze;904;🐟
Fisch, Heilbutt, Atlantik und Pazifik, gekocht, trockene Hitze;988;🐟
Fisch, Plattfisch (Flundern und Seezungenarten), gekocht, trockene Hitze;624;🌱
Fisch, Fischstäbchen, tiefgekühlt, zubereitet;47;🐟
Fisch, Aal, gemischte Arten, gekocht, trockene Hitze;923;🐟
Fisch, Plattfisch (Flundern und Seezungenarten), roh;508;🌱
Fisch, Quaker, Atlantik, roh;694;🐟
Fisch, Kabeljau, Atlantik, Konserven, Feststoffe und Flüssigkeiten;889;🐟
Fisch, Aal, gemischte Arten, roh;72;🐟
Fisch, Kabeljau, Pazifik, roh (kann zuvor eingefroren worden sein);595;🐟
Fisch, Kabeljau, Atlantik, getrocknet und gesalzen;2452;🐟
Fisch, Kaviar, schwarz und rot, körnig;1071;🐟
Fisch, Barsch, Süßwasser, gemischte Arten, roh;736;🌱
Fisch, Wels, Kanal, gekocht, paniert und gebraten;726;🌱
Fisch, Sardellen, europäisch, roh;794;🐟
Fisch, Karpfen, gekocht, trockene Hitze;893;🐟
Fisch, Sardellen, europäisch, in Öl konserviert, abgetropfte Feststoffe;1128;🌱
Fisch, Wels, Kanal, wild, roh;639;🐟
Getränke, Tee, schwarz, gebraut, zubereitet mit destilliertem Wasser;0;🍵
Getränke, Kaffee, Instant, entkoffeiniert, Pulver;25;🌱
Getränke, Schokoladensirup, zubereitet mit Vollmilch;138;🌱
Getränke, Getränkemischung mit Johannisbrotgeschmack, Pulver, zubereitet mit Vollmilch;14;🌱
Brötchen, Abendessen, süß;48;🍞
Brot, glutenfrei, weiß, hergestellt aus Tapiokastärke und braunem Reismehl;32;🌱
Keks, Schokolade, mit Zuckerguss oder Überzug;218;🍪
Plätzchen, Butter oder Zucker, mit Schokoladenglasur oder -füllung;193;🍪
Tortillas, fertig zum Backen oder Braten, Vollkorn;488;🌮
Rindfleisch, rund, unteres rund, Braten, trennbar nur mager, auf 1/8 Fett getrimmt, Wahl, gekocht, gebraten;1088;🍖
Rindfleisch, rund, oberrund, Steak, trennbar, nur mager, auf 1/8 Fett getrimmt, nach Wahl, gekocht, gebraten;1266;🌱
Rindfleisch, rund, Auge vom runden, gebraten, nur mager trennbar, auf 1/8 Fett getrimmt, nach Wahl, gekocht, gebraten;118;🌱
Rindfleisch, Chuck, Schmorbraten, trennbar nur mager, auf 1/8 Fett getrimmt, Wahl, roh;867;🌱
Rind, Rinderfilet, Steak, nur trennbares mageres Fleisch, auf 1/8 Fett getrimmt, alle Qualitäten, roh;872;🌱
Rindfleisch, Bruststück, flache Hälfte, trennbar nur mager, auf 1/8 Fett getrimmt, Wahl, roh;857;🌱
Rindfleisch, rund, unteres rund, Braten, trennbar nur mager, auf 1/8 Fett getrimmt, Wahl, roh;877;🍖
Rind, Rinderfilet, Steak, nur mager trennbar, auf 1/8 Fett getrimmt, alle Qualitäten, gekocht, gegrillt;1162;🌱
Rindfleisch, rund, unteres rund, Braten, trennbar nur mager, auf 1/8 Fett getrimmt, alle Qualitäten, gekocht;1106;🍖
Rindfleisch, Chuck, Schmorbraten, trennbar nur mager, auf 1/8 Fett getrimmt, alle Qualitäten, roh;873;🌱
Rindfleisch, Chuck, Armschmorbraten, nur mager trennbar, auf 1/8 Fett getrimmt, alle Qualitäten, gekocht, geschmort;1369;🌱
Rindfleisch, rund, Auge vom runden, gebraten, nur mager trennbar, auf 1/8 Fett getrimmt, alle Qualitäten, roh;892;🍖
Rindfleisch, rund, unteres rund, Steak, nur mager trennbar, auf 1/8 Fett getrimmt, alle Qualitäten, gekocht, geschmort;1356;🍖
Rindfleisch, Bruststück, flache Hälfte, trennbares mageres Fleisch, auf 1/8 Fett getrimmt, alle Qualitäten, roh;852;🌱
Rindfleisch, Bruststück, flache Hälfte, nur mageres Teil, auf 1/8 Fett getrimmt, alle Qualitäten, gekocht, geschmort;131;🌱
Rind, Rinderfilet, Steak, trennbar nur mager, auf 1/8 Fett getrimmt, ausgewählt, gekocht, gegrillt;1159;🌱
Rindfleisch, rund, unteres rund, Steak, nur mager trennbar, auf 1/8 Fett getrimmt, ausgewählt, gekocht, geschmort;1361;🌱
Rindfleisch, rund, unteres rund, Braten, trennbar nur mager, auf 1/8 Fett getrimmt, alle Qualitäten, roh;891;🍖
Rind, kurze Lende, obere Lende, Steak, trennbar nur mager, auf 1/8 Fett getrimmt, ausgewählt, roh;911;🌱
Rindfleisch, Rippe, kleines Ende (10-12 Rippen), nur mageres Teil, auf 1/8 Fett getrimmt, ausgewählt, gekocht, gegrillt;1219;🍖
Rind, Hackfleisch, 75 % mageres Fleisch / 25 % Fett, Bratling, gegart, gebraten;912;🍔
Rind, Hackfleisch, 75 % mageres Fleisch / 25 % Fett, zerbröselt, gekocht, in der Pfanne angebraten;1024;🍔
Rind, Hackfleisch, 75 % mageres Fleisch / 25 % Fett, Bratling, gegart, gebraten;997;🍔
Rind, Filet, Steak, trennbar nur mager, auf 1/8 Fett getrimmt, selektiert, gekocht, gegrillt;1148;🌱
Rind, gemahlen, 80 % mageres Fleisch / 20 % Fett, roh;67;🌱
Rind, gemahlen, 75 % mageres Fleisch / 25 % Fett, roh;615;🍔
Rind, Hackfleisch, 85 % mageres Fleisch / 15 % Fett, Bratling, gekocht, gebraten;96;🍔
Rind, Hackfleisch, 85 % mageres Fleisch / 15 % Fett, zerbröselt, gekocht, in der Pfanne angebraten;1081;🍔
Rind, Hackfleisch, 85 % mageres Fleisch / 15 % Fett, Laib, gekocht, gebacken;1011;🍔
Rind, Hackfleisch, 95 % mageres Fleisch / 5 % Fett, Laib, gekocht, gebacken;1065;🍔
Rind, Hackfleisch, 95 % mageres Fleisch / 5 % Fett, zerbröselt, gekocht, in der Pfanne angebraten;1137;🍔
Rind, Hackfleisch, 90 % mageres Fleisch / 10 % Fett, Bratling, gekocht, gebraten;1018;🍔
Rind, Hackfleisch, 90 % mageres Fleisch / 10 % Fett, roh;781;🌱
Rind, Hackfleisch, 85 % mageres Fleisch / 15 % Fett, Bratling, gekocht, gebraten;725;🍔
Rind, Chuck, Klumpenbraten, mager und fett trennbar, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gebraten;1111;🌱
Rind, Lende, unteres Lendenstück, Tri-Tip-Steak, mager und fett trennbar, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gebraten;1298;🌱
Rind, Chuck, Klumpenbraten, mager und fett trennbar, auf 0 Fett getrimmt, nach Wahl, gekocht, gebraten;1063;🍖
Rindfleisch, Futter, Obermesser, mager und fett trennbar, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gegrillt;1114;🌱
Rindfleisch, Chuck, Mock Tender Steak, mager und fett trennbar, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gebraten;1122;🌱
Rindfleisch, Chuck, Klumpenbraten, nur trennbares mageres Fleisch, auf 1/4 Fett getrimmt, alle Qualitäten, roh;851;🍖
Rindfleisch, Chuck, Klumpenbraten, nur mager trennbar, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gebraten;1163;🌱
Rindfleisch, Futter, Obermesser, trennbar nur mager, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gegrillt;1133;🌱
Rindfleisch, Chuck, Mock Tender Steak, mager und fett trennbar, auf 0 Fett getrimmt, USDA-Auswahl, gekocht, gegrillt;1131;🌱
Rind, Futter, Obermesser, mager und fett trennbar, auf 0 Fett getrimmt, selektiert, gekocht, gegrillt;1111;🌱
Rindfleisch, Chuck, Top Blade, mager und fett trennbar, auf 0 Fett getrimmt, nach Wahl, gekocht, gebraten;1117;🌱
Rindfleisch, zusammengesetzt aus getrimmten Einzelhandelsstücken, mager und fett trennbar, auf 0 Fett getrimmt, Auswahl, roh;79;🌱
Rindfleisch, zusammengesetzt aus getrimmten Einzelhandelsstücken, nur mager trennbar, auf 0 Fett getrimmt, Auswahl, roh;812;🌱
Rindfleisch, Chuck, Mock Tender Steak, nur mager trennbar, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gebraten;1123;🌱
Rindfleisch, zusammengesetzt aus getrimmten Einzelhandelsstücken, nur mager trennbar, auf 1/8 Fett getrimmt, Wahl, roh;885;🌱
Rindfleisch-Komposit, trennbar, nur mager, auf 1/8 Fett getrimmt, nach Wahl, gekocht;1157;🌱
Rind, Lende, oberes Lendensteak, ohne Knochen, Lip-on, nur mager trennbar, auf 1/8 Fett getrimmt, alle Qualitäten, roh;1005;🌱
Rind, Lende, Lendensteak, ohne Knochen, Lip-On, trennbar, nur mager, auf 1/8 Fett getrimmt, Wahl, roh;954;🌱
Rind, rund, Auge vom runden Steak, ohne Knochen, nur mager trennbar, auf 0 Fett getrimmt, ausgewählt, gekocht, gegrillt;1392;🌱
Rind, Lende, oberes Lendensteak, ohne Knochen, Lip-On, trennbar nur mager, auf 1/8 Fett getrimmt, ausgewählt, roh;951;🌱
Rind, Lende, Filetbraten, ohne Knochen, trennbar nur mager, auf 0 Fett getrimmt, nach Wahl, gekocht, gebraten;1144;🌱
Rind, Lende, Filetbraten, ohne Knochen, trennbar nur mager, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gebraten;1198;🌱
Rind, Lende, Filetbraten, trennbar nur mager, ohne Knochen, auf 0 Fett getrimmt, selektiert, gegart, gebraten;1299;🌱
Rindfleisch, rund, oberer runder Braten, ohne Knochen, trennbar nur mager, auf 0 Fett getrimmt, alle Qualitäten, gekocht, geröstet;1352;🌱
Rind, Lende, oberes Lendensteak, ohne Knochen, ohne Lippe, nur mager trennbar, auf 0 Fett getrimmt, alle Qualitäten, roh;1005;🌱
Rind, Lende, Filetbraten, ohne Knochen, trennbar nur mager, auf 0 Fett getrimmt, ausgesucht, roh;1045;🌱
Rind, Lende, Lendensteak, ohne Knochen, ohne Lippe, nur mager trennbar, auf 0 Fett getrimmt, Wahl, roh;954;🌱
Rind, Lende, Filetbraten, ohne Knochen, trennbar nur mager, auf 0 Fett getrimmt, Wahl, roh;907;🌱
Rind, rund, Auge vom runden Braten, ohne Knochen, trennbar nur mager, auf 0 Fett getrimmt, Wahl, roh;972;🍖
Rind, rund, runder Braten, ohne Knochen, trennbar nur mager, auf 0 Fett getrimmt, alle Qualitäten, roh;1018;🍖
Rind, rund, Auge vom Rundsteak, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, selektiert, gegart, gegrillt;1203;🌱
Rind, rund, oberer runder Braten, ohne Knochen, trennbar nur mager, auf 0 Fett getrimmt, ausgesucht, roh;1112;🍖
Rind, rund, oberer runder Braten, ohne Knochen, trennbar nur mager, auf 0 Fett getrimmt, Wahl, roh;982;🍖
Rind, rund, Auge vom runden Steak, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gegrillt;119;🌱
Rind, Lende, Filetsteak, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, selektiert, roh;896;🌱
Rind, rund, oberer runder Braten, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, selektiert, gekocht, gebraten;1264;🍖
Rind, Lende, Filetbraten, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gebraten;1095;🌱
Rind, rund, Auge vom runden Steak, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, Wahl, gekocht, gegrillt;1188;🌱
Rind, Lende, Filetsteak, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, alle Qualitäten, roh;871;🌱
Rind, Lende, Filetbraten, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, alle Qualitäten, roh;869;🌱
Rind, rund, Auge vom runden Steak, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, Wahl, roh;927;🌱
Rind, rund, Auge vom runden Steak, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, ausgesucht, roh;951;🍖
Rind, Lende, Filetsteak, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, Wahl, roh;861;🌱
Rind, rund, Auge vom runden Steak, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, alle Qualitäten, roh;933;🌱
Rind, rund, Top Round Steak, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, selektiert, roh;959;🍖
Rind, rund, oberer runder Braten, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, alle Qualitäten, roh;941;🍖
Rind, rund, oberer runder Braten, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, Wahl, roh;936;🍖
Rindfleisch, australisch, importiert, mit Gras gefüttert, rund, Top-Round-Cap-Off-Steak/Roast, ohne Knochen, trennbar mager und fett, roh;867;🌱
Rindfleisch, australisch, importiert, Wagyu, Lende, Lendensteak/-braten, ohne Knochen, mager und fett trennbar, Aust. Marmorpunktzahl 4/5, roh;645;🌱
Rindfleisch, australisch, importiert, Wagyu, Lende, Lendensteak/-braten, mager und fett trennbar, Aust. Marmornote 9, roh;526;🌱
Rindfleisch, australisch, importiert, mit Gras gefüttert, rund, unteres rundes Steak/Braten, ohne Knochen, trennbar mager und fett, roh;813;🌱
Rind, rund, Top Round Steak, ohne Knochen, mager und fett trennbar, auf 0 Fett getrimmt, Wahl, roh;937;🌱
Rindfleisch, australisch, importiert, mit Gras gefüttert, rund, unteres rundes Steak/Braten, ohne Knochen, trennbar, nur mager, roh;834;🌱
Rindfleisch, australisch, importiert, mit Gras gefüttert, Lende, Lendensteak/-braten, ohne Knochen, trennbar nur mager, roh;85;🌱
Rindfleisch, australisch, importiert, Wagyu, Lende, Lendensteak/-braten, ohne Knochen, nur mager trennbar, Aust. Marmorpunktzahl 4/5, roh;785;🌱
Rindfleisch, australisch, importiert, mit Gras gefüttert, rund, Top-Round-Cap-off-Steak/Roast, ohne Knochen, trennbar nur mager, roh;873;🌱
Rindfleisch, australisch, importiert, Wagyu, Lende, Filetsteak/-braten, ohne Knochen, trennbar nur mager, Aust. Marmornote 9, roh;736;🌱
Rindfleisch, australisch, importiert, mit Gras gefüttert, Lende, Filetsteak/-braten, ohne Knochen, trennbar mager und fett, roh;786;🌱
Rindfleisch, australisch, importiert, mit Gras gefüttert, Rippchen, Ribeye-Steak/Roast Lip-On, ohne Knochen, trennbar mager und fett, roh;71;🌱
Rindfleisch, australisch, importiert, mit Gras gefüttert, Lende, Filetsteak/-braten, ohne Knochen, trennbar nur mager, roh;813;🌱
Rindfleisch, australisch, importiert, Wagyu, Lende, Filetsteak/-braten, ohne Knochen, trennbar nur mager, Aust. Marmorpunktzahl 4/5, roh;787;🌱
Cherimoya, roh;42;🌱
Heidelbeeren, gefroren, ungesüßt (umfasst Lebensmittel für das Food Distribution Program des USDA);15;🌱
Blaubeeren, gefroren, gesüßt;14;🌱
Heidelbeeren, Konserven, schwerer Sirup, Feststoffe und Flüssigkeiten;23;🌱
Aprikosen, getrocknet, geschwefelt, gedünstet, mit Zuckerzusatz;49;🌱
Bananen, dehydriert oder Bananenpulver;201;🌱
Bananen, roh;49;🌱
Aprikosen, getrocknet, geschwefelt, gedünstet, ohne Zuckerzusatz;22;🌱
Aprikosen, dehydriert (feuchtigkeitsarm), geschwefelt, gedünstet;8;🌱
Aprikosen, Konserven, Saftpackung, mit Haut, Feststoffen und Flüssigkeiten;26;🌱
Aprikosen, Konserven, Wasserpackung, ohne Haut, Feststoffe und Flüssigkeiten;28;🌱
Aprikosen, Konserven, extra leichte Siruppackung, mit Haut, Feststoffen und Flüssigkeiten (umfasst Lebensmittel für das Lebensmittelverteilungsprogramm des USDA);25;🌱
Aprikosen, Konserven, leichte Siruppackung, mit Haut, Feststoffen und Flüssigkeiten;22;🌱
Aprikosen, getrocknet, geschwefelt, ungekocht;62;🌱
Äpfel, gefroren, ungesüßt, erhitzt (umfasst Lebensmittel für das Food Distribution Program des USDA);8;🌱
Äpfel, roh, ohne Haut, gekocht, Mikrowelle;8;🌱
Äpfel, dehydriert (geringe Feuchtigkeit), geschwefelt, ungekocht;37;:apple:
Äpfel, konserviert, gesüßt, in Scheiben geschnitten, abgetropft, erhitzt;5;🌱
Getreide, WEIZENCREME, regulär (10 Minuten), mit Wasser gekocht, mit Salz;79;🍚
Verzehrfertiges Getreide, Reis, gepufft, angereichert;27;🍚
Getreide, Farina, angereichert, gekocht mit Wasser, mit Salz;106;🍚
Getreide, Farina, nicht angereichert, trocken;514;🥣
Getreide, REISCREME, mit Wasser gekocht, mit Salz;37;🍚
Verzehrfertiges Getreide, Weizen, gepufft, angereichert;762;🍞
Müsli verzehrfertig, POST, Weizenschrot, original großer Keks;46;🍞
Getreide, WEIZENCREME, normal, 10 Minuten kochen, trocken;568;🍚
Getreide, Hafer, regelmäßig und schnell, nicht angereichert, trocken;665;🍚
Getreide, Hafer, normal und schnell, nicht angereichert, mit Wasser gekocht (einschließlich Kochen und Mikrowelle), ohne Salz;142;🌱
Getreide, WEIZENCREME, Instant, zubereitet mit Wasser, ohne Salz;99;🍚
Getreide, QUAKER, Maisgrütze, Instant, Natur, zubereitet (Mikrowelle oder kochendes Wasser hinzugefügt), ohne Salz;87;🍚
Getreide, REISCREME, trocken;267;🍚
Getreide verzehrfertig, Weizenkeime, geröstet, natur;1168;🌾
Verzehrfertige Cerealien, RALSTON TASTEEOS;652;🍚
Verzehrfertige Cerealien, RALSTON CRISP RICE;402;🍚
Schweinswurst, natriumreduziert, gegart;434;🍖
Wurst, Schweine-, Puten- und Rindfleisch, natriumreduziert;713;🍖
Schinken, geräuchert, extra mager, natriumarm;741;🍖
Kielbasa, fertig gekocht, gebraten;442;🌱
Kielbasa, vollständig gekocht, nicht erhitzt;403;🍖
Wurst, Huhn oder Pute, italienische Art, niedriger Natriumgehalt;546;🍗
Schweinswurst, Link/Patty, vollständig gekocht, nicht erhitzt;484;🍖
Hähnchenbrust, Feinkost, Drehspieß gewürzt, geschnitten, vorverpackt;69;🌱
